word,wf_rank,wf_pct,wf_zipf,sub_rank,sub_pct,sub_zipf,ox_cefr,ox_pos
watch,461,0.41,5.34,355,0.72,5.51,A1,"noun, verb"
won't,462,0.41,5.34,,,,,
c,463,0.4,5.33,,,,,
either,464,0.4,5.33,495,0.48,5.33,B1,"adverb, conjunction, determiner, pronoun"
fucking,465,0.4,5.33,327,0.81,5.56,,
future,466,0.4,5.33,664,0.3,5.13,A1,"adjective, noun"
light,467,0.4,5.33,524,0.44,5.29,B1,"adjective, noun, verb"
low,468,0.4,5.33,1203,0.15,4.81,A2,"adjective, adverb"
million,469,0.4,5.33,631,0.33,5.16,A2,number
morning,470,0.4,5.33,254,1.05,5.67,A1,noun
police,471,0.4,5.33,340,0.77,5.53,A2,noun
short,472,0.4,5.33,843,0.22,4.99,A1,"adjective, adverb"
stay,473,0.4,5.33,209,1.32,5.77,A1,"noun, verb"
taken,474,0.4,5.33,556,0.4,5.25,,
age,475,0.39,5.32,739,0.26,5.06,A1,noun
buy,476,0.39,5.32,500,0.47,5.32,A1,verb
deal,477,0.39,5.32,403,0.61,5.43,B1,"noun, verb"
rather,478,0.39,5.32,634,0.33,5.16,A2,adverb
reason,479,0.39,5.32,474,0.5,5.35,A1,noun
red,480,0.39,5.32,580,0.37,5.22,A2,"adjective, noun"
report,481,0.39,5.32,711,0.27,5.08,B1,"noun, verb"
soon,482,0.39,5.32,350,0.74,5.52,A1,adverb
third,483,0.39,5.32,956,0.19,4.93,A2,adjective
turn,484,0.39,5.32,342,0.76,5.53,A1,"noun, verb"
whether,485,0.39,5.32,897,0.21,4.97,B1,conjunction
among,486,0.38,5.31,1468,0.12,4.71,A2,preposition
check,487,0.38,5.31,400,0.61,5.43,A2,"noun, verb"
development,488,0.38,5.31,3757,0.03,4.18,B1,noun
form,489,0.38,5.31,1236,0.14,4.8,B1,"noun, verb"
further,490,0.38,5.31,1149,0.15,4.83,B1,"adjective, adverb"
heart,491,0.38,5.31,349,0.74,5.52,A1,noun
minutes,492,0.38,5.31,402,0.61,5.43,,
myself,493,0.38,5.31,317,0.84,5.57,A2,pronoun
services,494,0.38,5.31,2614,0.06,4.39,,
u.s,495,0.38,5.31,,,,,
yourself,496,0.38,5.31,258,1.05,5.67,A1,pronoun
act,497,0.37,5.3,706,0.27,5.09,B1,"noun, verb"
although,498,0.37,5.3,1376,0.13,4.74,A2,conjunction
asked,499,0.37,5.3,409,0.6,5.42,,
child,500,0.37,5.3,459,0.53,5.37,A1,noun
fire,501,0.37,5.3,445,0.55,5.39,B2,"noun, verb"
fun,502,0.37,5.3,424,0.58,5.41,A1,"adjective, noun"
living,503,0.37,5.3,541,0.42,5.27,B2,"adjective, noun"
major,504,0.37,5.3,888,0.21,4.97,B2,"adjective, noun"
media,505,0.37,5.3,2175,0.07,4.5,B2,noun
phone,506,0.37,5.3,323,0.82,5.56,A1,"noun, verb"
players,507,0.37,5.3,3084,0.04,4.29,,
art,508,0.36,5.29,977,0.19,4.92,A1,noun
behind,509,0.36,5.29,464,0.52,5.36,A1,"adverb, preposition"
building,510,0.36,5.29,736,0.26,5.06,A1,noun
easy,511,0.36,5.29,398,0.62,5.44,A1,adjective
gonna,512,0.36,5.29,88,4.13,6.26,,
market,513,0.36,5.29,1474,0.11,4.71,B1,"noun, verb"
near,514,0.36,5.29,786,0.24,5.03,A1,"adjective, adverb, preposition"
non,515,0.36,5.29,6730,0.02,3.84,,
plan,516,0.36,5.29,546,0.41,5.26,B1,"noun, verb"
political,517,0.36,5.29,1972,0.08,4.55,A2,adjective
quite,518,0.36,5.29,418,0.58,5.41,A2,adverb
six,519,0.36,5.29,534,0.43,5.28,A1,number
talking,520,0.36,5.29,234,1.17,5.72,,
west,521,0.36,5.29,1193,0.15,4.81,A2,"adjective, adverb, noun"
works,522,0.36,5.29,705,0.28,5.09,,
according,523,0.36,5.28,1199,0.15,4.81,,
available,524,0.36,5.28,2167,0.07,4.5,B1,adjective
e,525,0.36,5.28,,,,,
education,526,0.36,5.28,2571,0.06,4.4,A2,noun
final,527,0.36,5.28,1109,0.16,4.85,A2,"adjective, noun"
former,528,0.36,5.28,2248,0.07,4.48,B1,adjective
front,529,0.36,5.28,504,0.47,5.32,A2,"adjective, noun"
kids,530,0.36,5.28,371,0.67,5.47,,
list,531,0.36,5.28,903,0.21,4.96,B2,"noun, verb"
ready,532,0.36,5.28,279,0.93,5.62,A1,adjective
sometimes,533,0.36,5.28,518,0.45,5.3,B1,adverb
son,534,0.36,5.28,241,1.13,5.7,A1,noun
street,535,0.36,5.28,615,0.34,5.18,A1,noun
wasn't,536,0.36,5.28,,,,,
bring,537,0.35,5.27,309,0.86,5.58,A1,verb
college,538,0.35,5.27,980,0.19,4.92,A1,noun
current,539,0.35,5.27,2581,0.06,4.4,B1,adjective
example,540,0.35,5.27,1515,0.11,4.69,A1,noun
experience,541,0.35,5.27,1073,0.17,4.87,B1,"noun, verb"
heard,542,0.35,5.27,277,0.94,5.62,,
london,543,0.35,5.27,1175,0.15,4.82,,
meet,544,0.35,5.27,308,0.86,5.58,A1,verb
program,545,0.35,5.27,1606,0.1,4.66,,
type,546,0.35,5.27,1139,0.15,4.84,B1,"noun, verb"
baby,547,0.34,5.26,264,1.01,5.65,A1,noun
chance,548,0.34,5.26,416,0.58,5.41,A2,noun
father,549,0.34,5.26,184,1.52,5.83,A1,noun
march,550,0.34,5.26,2129,0.07,4.51,B1,"noun, verb"
process,551,0.34,5.26,1675,0.1,4.63,B2,"noun, verb"
she's,552,0.34,5.26,,,,,
song,553,0.34,5.26,663,0.3,5.13,A1,noun
study,554,0.34,5.26,1264,0.14,4.79,A1,"noun, verb"
word,555,0.34,5.26,426,0.57,5.41,A1,noun
across,556,0.33,5.25,800,0.23,5.02,A2,"adverb, preposition"
action,557,0.33,5.25,1151,0.15,4.83,A1,noun
clear,558,0.33,5.25,528,0.44,5.29,B1,"adjective, verb"
gave,559,0.33,5.25,384,0.65,5.46,,
gets,560,0.33,5.25,472,0.51,5.35,,
himself,561,0.33,5.25,570,0.38,5.23,A2,pronoun
month,562,0.33,5.25,766,0.25,5.04,A1,noun
outside,563,0.33,5.25,523,0.44,5.29,A2,"adjective, adverb, noun, preposition"
self,564,0.33,5.25,2915,0.05,4.32,A1,noun
students,565,0.33,5.25,1637,0.1,4.65,,
words,566,0.33,5.25,613,0.34,5.18,,
board,567,0.32,5.24,1056,0.17,4.88,B1,"noun, verb"
cost,568,0.32,5.24,1273,0.14,4.78,A2,"noun, verb"
cut,569,0.32,5.24,454,0.54,5.38,A1,"noun, verb"
dr,570,0.32,5.24,1568,0.11,4.67,,
field,571,0.32,5.24,1026,0.18,4.89,A1,noun
held,572,0.32,5.24,1424,0.12,4.73,,
instead,573,0.32,5.24,761,0.25,5.04,A2,adverb
main,574,0.32,5.24,1372,0.13,4.75,B1,adjective
moment,575,0.32,5.24,438,0.56,5.39,A1,noun
mother,576,0.32,5.24,216,1.3,5.76,A1,noun
road,577,0.32,5.24,668,0.3,5.12,A2,noun
seems,578,0.32,5.24,496,0.47,5.32,,
thinking,579,0.32,5.24,364,0.68,5.48,,
town,580,0.32,5.24,480,0.49,5.34,A1,noun
wants,581,0.32,5.24,345,0.75,5.52,,
de,582,0.32,5.23,1126,0.16,4.84,,
department,583,0.32,5.23,1185,0.15,4.82,B1,noun
energy,584,0.32,5.23,1221,0.14,4.8,B2,noun
fight,585,0.32,5.23,439,0.56,5.39,B1,"noun, verb"
fine,586,0.32,5.23,198,1.39,5.79,B2,"adjective, adverb, noun, verb"
force,587,0.32,5.23,842,0.22,4.99,B2,"noun, verb"
hear,588,0.32,5.23,226,1.25,5.75,A1,verb
issue,589,0.32,5.23,1673,0.1,4.64,B2,"noun, verb"
played,590,0.32,5.23,1163,0.15,4.83,,
points,591,0.32,5.23,1861,0.09,4.58,,
price,592,0.32,5.23,1155,0.15,4.83,B2,"noun, verb"
re,593,0.32,5.23,1931,0.08,4.56,,
rest,594,0.32,5.23,443,0.55,5.39,B1,"noun, verb"
results,595,0.32,5.23,1939,0.08,4.56,,
running,596,0.32,5.23,552,0.41,5.26,A2,noun
shows,597,0.32,5.23,1403,0.12,4.73,,
space,598,0.32,5.23,831,0.23,5.0,A2,noun
summer,599,0.32,5.23,1110,0.16,4.85,A1,noun
term,600,0.32,5.23,2914,0.05,4.32,B1,noun
wife,601,0.32,5.23,303,0.88,5.59,A1,noun
0,602,0.31,5.22,,,,,
america,603,0.31,5.22,901,0.21,4.96,,
beautiful,604,0.31,5.22,360,0.7,5.49,A1,adjective
date,605,0.31,5.22,655,0.31,5.13,B1,"noun, verb"
goes,606,0.31,5.22,460,0.53,5.37,,
killed,607,0.31,5.22,335,0.79,5.55,,
land,608,0.31,5.22,685,0.29,5.11,A2,"noun, verb"
miss,609,0.31,5.22,272,0.98,5.64,A1,"noun, verb"
project,610,0.31,5.22,1513,0.11,4.69,B2,"noun, verb"
sex,611,0.31,5.22,624,0.33,5.17,B1,noun
shot,612,0.31,5.22,473,0.5,5.35,A2,noun
site,613,0.31,5.22,1993,0.08,4.55,A1,noun
strong,614,0.31,5.22,700,0.28,5.09,A1,adjective
you'll,615,0.31,5.22,,,,,
account,616,0.3,5.21,1439,0.12,4.72,B1,"noun, verb"
co,617,0.3,5.21,7928,0.01,3.73,,
especially,618,0.3,5.21,974,0.19,4.92,A2,adverb
eyes,619,0.3,5.21,393,0.62,5.44,,
include,620,0.3,5.21,4567,0.03,4.08,A2,verb
june,621,0.3,5.21,2837,0.05,4.34,A1,noun
parents,622,0.3,5.21,568,0.38,5.23,,
period,623,0.3,5.21,1971,0.08,4.55,A1,noun
position,624,0.3,5.21,970,0.19,4.92,A2,noun
record,625,0.3,5.21,894,0.21,4.97,A2,"noun, verb"
similar,626,0.3,5.21,2500,0.06,4.42,A2,adjective
total,627,0.3,5.21,1627,0.1,4.65,B1,"adjective, noun"
w,628,0.3,5.21,,,,,
above,629,0.29,5.2,1248,0.14,4.79,A1,"adjective, adverb, preposition"
club,630,0.29,5.2,828,0.23,5.0,A1,noun
common,631,0.29,5.2,1361,0.13,4.75,A2,adjective
died,632,0.29,5.2,492,0.48,5.33,,
film,633,0.29,5.2,765,0.25,5.04,B1,"noun, verb"
happened,634,0.29,5.2,213,1.31,5.76,,
knew,635,0.29,5.2,284,0.91,5.61,,
lead,636,0.29,5.2,820,0.23,5.01,B1,"adjective, noun, verb"
likely,637,0.29,5.2,1867,0.09,4.58,A2,adjective
military,638,0.29,5.2,1358,0.13,4.75,A2,adjective
perfect,639,0.29,5.2,565,0.39,5.24,A2,adjective
personal,640,0.29,5.2,893,0.21,4.97,A1,adjective
security,641,0.29,5.2,763,0.25,5.04,B1,noun
share,642,0.29,5.2,940,0.2,4.94,A1,"noun, verb"
st,643,0.29,5.2,3373,0.04,4.24,,
tv,644,0.29,5.2,756,0.25,5.05,A1,noun
what's,645,0.29,5.2,,,,,
won,646,0.29,5.2,154,1.99,5.95,,
x,647,0.29,5.2,,,,,
april,648,0.29,5.19,2324,0.06,4.46,A1,noun
center,649,0.29,5.19,1507,0.11,4.7,,
county,650,0.29,5.19,2426,0.06,4.43,B1,noun
couple,651,0.29,5.19,490,0.48,5.33,A2,noun
dead,652,0.29,5.19,246,1.1,5.69,A2,adjective
english,653,0.29,5.19,957,0.19,4.93,,
happen,654,0.29,5.19,385,0.65,5.46,A1,verb
hold,655,0.29,5.19,285,0.91,5.61,A2,"noun, verb"
industry,656,0.29,5.19,3014,0.05,4.31,B1,noun
inside,657,0.29,5.19,407,0.6,5.43,A1,"adjective, adverb, noun, preposition"
issues,658,0.29,5.19,2261,0.07,4.47,,
online,659,0.29,5.19,2689,0.05,4.37,A2,"adjective, adverb"
player,660,0.29,5.19,1973,0.08,4.55,A1,noun
private,661,0.29,5.19,967,0.19,4.93,A2,adjective
problems,662,0.29,5.19,885,0.21,4.97,,
return,663,0.29,5.19,651,0.31,5.14,A2,"noun, verb"
rights,664,0.29,5.19,1917,0.08,4.57,,
sense,665,0.29,5.19,623,0.34,5.17,B2,"noun, verb"
star,666,0.29,5.19,882,0.21,4.97,B1,"noun, verb"
test,667,0.29,5.19,832,0.23,5.0,B2,"noun, verb"
view,668,0.29,5.19,1560,0.11,4.68,B1,"noun, verb"
weeks,669,0.29,5.19,653,0.31,5.14,,
break,670,0.28,5.18,476,0.5,5.34,A1,"noun, verb"
british,671,0.28,5.18,1634,0.1,4.65,,
companies,672,0.28,5.18,3449,0.04,4.23,,
event,673,0.28,5.18,1941,0.08,4.56,A1,noun
higher,674,0.28,5.18,1954,0.08,4.56,,
hour,675,0.28,5.18,562,0.39,5.24,A1,noun
l,676,0.28,5.18,,,,,
member,677,0.28,5.18,1721,0.09,4.62,A2,noun
middle,678,0.28,5.18,804,0.23,5.01,A2,"adjective, noun"
needed,679,0.28,5.18,707,0.27,5.09,,
present,680,0.28,5.18,846,0.22,4.99,B2,"adjective, noun, verb"
result,681,0.28,5.18,2211,0.07,4.49,B1,"noun, verb"
sorry,682,0.28,5.18,118,2.84,6.1,A1,adjective
takes,683,0.28,5.18,662,0.3,5.13,,
training,684,0.28,5.18,1514,0.11,4.69,A2,noun
wish,685,0.28,5.18,437,0.56,5.39,A2,"noun, verb"
wouldn't,686,0.28,5.18,,,,,
answer,687,0.28,5.17,506,0.47,5.32,A1,"noun, verb"
boy,688,0.28,5.17,256,1.05,5.67,A1,noun
design,689,0.28,5.17,2530,0.06,4.41,B1,"noun, verb"
finally,690,0.28,5.17,607,0.35,5.19,A2,adverb
girls,691,0.28,5.17,442,0.55,5.39,,
gold,692,0.28,5.17,867,0.22,4.98,A2,"adjective, noun"
gone,693,0.28,5.17,319,0.83,5.57,,
guess,694,0.28,5.17,305,0.87,5.59,A1,"noun, verb"
interest,695,0.28,5.17,1279,0.14,4.78,B1,"noun, verb"
july,696,0.28,5.17,3639,0.04,4.2,A1,noun
king,697,0.28,5.17,545,0.41,5.26,A1,noun
learn,698,0.28,5.17,675,0.3,5.12,A1,verb
policy,699,0.28,5.17,2678,0.05,4.38,B1,noun
society,700,0.28,5.17,1579,0.1,4.67,A2,noun
added,701,0.27,5.16,4082,0.03,4.14,,
al,702,0.27,5.16,1753,0.09,4.61,,
alone,703,0.27,5.16,316,0.84,5.57,A1,"adjective, adverb"
average,704,0.27,5.16,3215,0.04,4.27,A2,"adjective, noun"
bank,705,0.27,5.16,898,0.21,4.97,A2,"noun, verb"
brought,706,0.27,5.16,485,0.49,5.34,,
certain,707,0.27,5.16,879,0.21,4.97,A2,adjective
church,708,0.27,5.16,936,0.2,4.95,A1,noun
east,709,0.27,5.16,1407,0.12,4.73,A2,"adjective, adverb, noun"
hands,710,0.27,5.16,401,0.61,5.43,,
hot,711,0.27,5.16,535,0.43,5.28,A1,adjective
let's,712,0.27,5.16,,,,,
longer,713,0.27,5.16,641,0.32,5.15,,
medical,714,0.27,5.16,1321,0.13,4.77,A2,adjective
movie,715,0.27,5.16,750,0.25,5.05,A1,noun
original,716,0.27,5.16,1550,0.11,4.68,B2,"adjective, noun"
park,717,0.27,5.16,914,0.2,4.96,A2,"noun, verb"
performance,718,0.27,5.16,2222,0.07,4.48,A2,noun
press,719,0.27,5.16,1132,0.16,4.84,B1,"noun, verb"
received,720,0.27,5.16,1691,0.1,4.63,,
role,721,0.27,5.16,2045,0.08,4.53,A1,noun
sent,722,0.27,5.16,560,0.4,5.24,,
themselves,723,0.27,5.16,1128,0.16,4.84,A2,pronoun
tried,724,0.27,5.16,503,0.47,5.32,,
worked,725,0.27,5.16,643,0.32,5.15,,
worth,726,0.27,5.16,690,0.29,5.1,B1,adjective
areas,727,0.26,5.15,3793,0.03,4.18,,
became,728,0.26,5.15,984,0.19,4.92,,
bill,729,0.26,5.15,817,0.23,5.01,B1,"noun, verb"
books,730,0.26,5.15,1148,0.15,4.83,,
cool,731,0.26,5.15,493,0.48,5.33,B2,"adjective, verb"
director,732,0.26,5.15,1167,0.15,4.82,A2,noun
exactly,733,0.26,5.15,374,0.66,5.47,A2,adverb
giving,734,0.26,5.15,693,0.29,5.1,,
ground,735,0.26,5.15,851,0.22,4.99,A1,noun
meeting,736,0.26,5.15,618,0.34,5.18,A1,noun
n,737,0.26,5.15,,,,,
provide,738,0.26,5.15,2543,0.06,4.41,A2,verb
questions,739,0.26,5.15,688,0.29,5.11,,
relationship,740,0.26,5.15,964,0.19,4.93,B1,noun
september,741,0.26,5.15,3925,0.03,4.16,A1,noun
sound,742,0.26,5.15,586,0.37,5.21,A2,"adjective, noun, verb"
source,743,0.26,5.15,2115,0.07,4.51,A2,noun
usually,744,0.26,5.15,1090,0.16,4.86,A1,adverb
value,745,0.26,5.15,2170,0.07,4.5,B2,"noun, verb"
evidence,746,0.26,5.14,749,0.25,5.05,A2,noun
follow,747,0.26,5.14,622,0.34,5.17,A2,verb
lives,748,0.26,5.14,566,0.38,5.23,,
official,749,0.26,5.14,2040,0.08,4.53,B2,"adjective, noun"
ok,750,0.26,5.14,205,1.35,5.78,,
production,751,0.26,5.14,2738,0.05,4.36,A2,noun
rate,752,0.26,5.14,2224,0.07,4.48,B2,"noun, verb"
reading,753,0.26,5.14,1266,0.14,4.79,A1,noun
round,754,0.26,5.14,778,0.24,5.03,B2,"adjective, adverb, noun, preposition, verb"
save,755,0.26,5.14,517,0.45,5.3,A1,verb
stand,756,0.26,5.14,451,0.54,5.38,A2,"noun, verb"
stuff,757,0.26,5.14,373,0.66,5.47,B2,"noun, verb"
tax,758,0.26,5.14,2970,0.05,4.31,B1,noun
whatever,759,0.26,5.14,392,0.63,5.44,B1,"determiner, pronoun"
amount,760,0.25,5.13,1784,0.09,4.6,B1,noun
blue,761,0.25,5.13,785,0.24,5.03,A1,"adjective, noun"
countries,762,0.25,5.13,3442,0.04,4.23,,
david,763,0.25,5.13,791,0.24,5.02,,
drive,764,0.25,5.13,597,0.36,5.2,A2,"noun, verb"
eat,765,0.25,5.13,363,0.69,5.48,A1,verb
fall,766,0.25,5.13,657,0.3,5.13,A2,"noun, verb"
fast,767,0.25,5.13,609,0.34,5.18,A1,"adjective, adverb"
federal,768,0.25,5.13,2608,0.06,4.39,B2,adjective
feeling,769,0.25,5.13,540,0.42,5.27,A1,noun
felt,770,0.25,5.13,635,0.33,5.16,,
green,771,0.25,5.13,1001,0.18,4.91,A2,"adjective, noun"
league,772,0.25,5.13,2906,0.05,4.33,B1,noun
management,773,0.25,5.13,3856,0.03,4.17,B1,noun
match,774,0.25,5.13,1120,0.16,4.84,B1,"noun, verb"
model,775,0.25,5.13,1730,0.09,4.62,B1,"adjective, noun, verb"
p,776,0.25,5.13,,,,,
picture,777,0.25,5.13,684,0.29,5.11,B2,"noun, verb"
size,778,0.25,5.13,1482,0.11,4.7,A1,noun
step,779,0.25,5.13,676,0.29,5.12,A1,"noun, verb"
trust,780,0.25,5.13,481,0.49,5.34,A2,"noun, verb"
you've,781,0.25,5.13,,,,,
central,782,0.25,5.12,2171,0.07,4.5,B1,adjective
changes,783,0.25,5.12,1806,0.09,4.59,,
england,784,0.25,5.12,1655,0.1,4.64,,
forward,785,0.25,5.12,912,0.21,4.96,A2,adverb
groups,786,0.25,5.12,3609,0.04,4.2,,
hey,787,0.25,5.12,94,3.99,6.25,A2,interjection
key,788,0.25,5.12,864,0.22,4.98,A1,"adjective, noun"
mom,789,0.25,5.12,252,1.06,5.67,A1,noun
o,790,0.25,5.12,,,,,
page,791,0.25,5.12,1828,0.09,4.59,A1,noun
paid,792,0.25,5.12,806,0.23,5.01,B1,adjective
range,793,0.25,5.12,2405,0.06,4.44,B2,"noun, verb"
review,794,0.25,5.12,3785,0.03,4.18,B2,"noun, verb"
science,795,0.25,5.12,1518,0.11,4.69,A1,noun
trade,796,0.25,5.12,1803,0.09,4.6,B2,"noun, verb"
uk,797,0.25,5.12,7346,0.01,3.78,,
upon,798,0.25,5.12,1076,0.17,4.87,A2,preposition
various,799,0.25,5.12,4081,0.03,4.14,B1,adjective
attention,800,0.24,5.11,827,0.23,5.0,A2,noun
brother,801,0.24,5.11,290,0.9,5.6,A1,noun
cannot,802,0.24,5.11,590,0.36,5.2,,
character,803,0.24,5.11,1524,0.11,4.69,A1,noun
chief,804,0.24,5.11,716,0.27,5.07,B2,"adjective, noun"
cup,805,0.24,5.11,1411,0.12,4.73,A1,noun
football,806,0.24,5.11,1812,0.09,4.59,A1,noun
hate,807,0.24,5.11,521,0.45,5.3,A2,"noun, verb"
haven't,808,0.24,5.11,,,,,
james,809,0.24,5.11,1027,0.18,4.89,,
led,810,0.24,5.11,1995,0.08,4.55,,
looked,811,0.24,5.11,645,0.31,5.14,,
lower,812,0.24,5.11,1934,0.08,4.56,B2,verb
natural,813,0.24,5.11,1461,0.12,4.71,A2,adjective
october,814,0.24,5.11,4158,0.03,4.13,A1,noun
property,815,0.24,5.11,1686,0.1,4.63,B1,noun
quality,816,0.24,5.11,2777,0.05,4.35,A2,"adjective, noun"
send,817,0.24,5.11,510,0.46,5.31,A2,verb
style,818,0.24,5.11,1749,0.09,4.61,A2,noun
u,819,0.24,5.11,,,,,
vote,820,0.24,5.11,1451,0.12,4.72,B1,"noun, verb"
amazing,821,0.23,5.1,703,0.28,5.09,B1,adjective
august,822,0.23,5.1,3518,0.04,4.22,A1,noun
blood,823,0.23,5.1,467,0.51,5.36,A2,noun
china,824,0.23,5.1,1983,0.08,4.55,,
complete,825,0.23,5.1,1255,0.14,4.79,B1,"adjective, verb"
dog,826,0.23,5.1,526,0.44,5.29,A1,noun
economic,827,0.23,5.1,5403,0.02,3.97,B1,adjective
hell,828,0.23,5.1,253,1.06,5.67,B2,noun
involved,829,0.23,5.1,982,0.19,4.92,B1,adjective
itself,830,0.23,5.1,1277,0.14,4.78,A2,pronoun
language,831,0.23,5.1,1394,0.12,4.74,A1,noun
lord,832,0.23,5.1,532,0.43,5.28,,
november,833,0.23,5.1,4364,0.03,4.1,A1,noun
oil,834,0.23,5.1,1542,0.11,4.68,A2,noun
related,835,0.23,5.1,3150,0.04,4.28,B2,adjective
serious,836,0.23,5.1,573,0.38,5.22,B1,adjective
stage,837,0.23,5.1,1197,0.15,4.81,A1,noun
terms,838,0.23,5.1,2100,0.07,4.51,,
title,839,0.23,5.1,2786,0.05,4.35,A2,noun
add,840,0.23,5.09,1717,0.09,4.62,A1,verb
article,841,0.23,5.09,2772,0.05,4.35,A1,noun
attack,842,0.23,5.09,776,0.25,5.04,A2,"noun, verb"
born,843,0.23,5.09,758,0.25,5.04,,
couldn't,844,0.23,5.09,,,,,
damn,845,0.23,5.09,386,0.64,5.45,B2,"adjective, adverb, interjection"
decided,846,0.23,5.09,722,0.27,5.07,,
decision,847,0.23,5.09,1029,0.18,4.89,B1,noun
enjoy,848,0.23,5.09,847,0.22,4.99,A1,verb
entire,849,0.23,5.09,796,0.24,5.02,B1,adjective
french,850,0.23,5.09,981,0.19,4.92,,
january,851,0.23,5.09,4827,0.02,4.04,A1,noun
kill,852,0.23,5.09,233,1.18,5.72,A1,verb
met,853,0.23,5.09,482,0.49,5.34,,
perhaps,854,0.23,5.09,571,0.38,5.23,A2,adverb
poor,855,0.23,5.09,579,0.37,5.22,A1,adjective
release,856,0.23,5.09,1592,0.1,4.66,B1,"noun, verb"
situation,857,0.23,5.09,813,0.23,5.01,A2,noun
technology,858,0.23,5.09,2314,0.06,4.46,A1,noun
turned,859,0.23,5.09,672,0.3,5.12,,
website,860,0.23,5.09,5276,0.02,3.99,A2,noun
written,861,0.23,5.09,1254,0.14,4.79,B1,adjective
choice,862,0.22,5.08,714,0.27,5.08,A2,noun
code,863,0.22,5.08,1388,0.12,4.74,A1,noun
considered,864,0.22,5.08,2334,0.06,4.46,,
continue,865,0.22,5.08,1017,0.18,4.9,A2,verb
council,866,0.22,5.08,2107,0.07,4.51,B1,noun
cover,867,0.22,5.08,878,0.21,4.97,A2,"noun, verb"
currently,868,0.22,5.08,3903,0.03,4.16,B1,adverb
door,869,0.22,5.08,287,0.91,5.6,A1,noun
election,870,0.22,5.08,3226,0.04,4.27,B1,noun
european,871,0.22,5.08,4226,0.03,4.12,,
events,872,0.22,5.08,2631,0.05,4.39,,
f,873,0.22,5.08,,,,,
financial,874,0.22,5.08,3013,0.05,4.31,B1,adjective
foreign,875,0.22,5.08,1877,0.08,4.57,A1,adjective
hair,876,0.22,5.08,598,0.35,5.2,A1,noun
increase,877,0.22,5.08,3548,0.04,4.21,A2,"noun, verb"
legal,878,0.22,5.08,1853,0.09,4.58,B1,adjective
lose,879,0.22,5.08,544,0.41,5.26,A2,verb
michael,880,0.22,5.08,773,0.25,5.04,,
pick,881,0.22,5.08,539,0.43,5.28,A1,"noun, verb"
race,882,0.22,5.08,1146,0.15,4.83,B1,"noun, verb"
seem,883,0.22,5.08,611,0.34,5.18,A2,verb
seven,884,0.22,5.08,770,0.25,5.04,A1,number
sign,885,0.22,5.08,636,0.32,5.15,B1,"noun, verb"
simple,886,0.22,5.08,829,0.23,5.0,A2,adjective
simply,887,0.22,5.08,1312,0.13,4.77,A2,adverb
staff,888,0.22,5.08,1707,0.1,4.63,A2,noun
super,889,0.22,5.08,1456,0.12,4.71,A1,adjective
union,890,0.22,5.08,2172,0.07,4.5,B1,noun
walk,891,0.22,5.08,479,0.49,5.34,A1,"noun, verb"
washington,892,0.22,5.08,2185,0.07,4.49,,
bed,893,0.22,5.07,513,0.46,5.31,A1,noun
began,894,0.22,5.07,1588,0.1,4.67,,
built,895,0.22,5.07,1284,0.14,4.78,,
career,896,0.22,5.07,1454,0.12,4.72,B1,noun
changed,897,0.22,5.07,667,0.3,5.12,,
crazy,898,0.22,5.07,379,0.66,5.46,A2,adjective
daily,899,0.22,5.07,2765,0.05,4.35,A2,"adjective, adverb"
daughter,900,0.22,5.07,433,0.57,5.4,A1,noun
december,901,0.22,5.07,4617,0.03,4.07,A1,noun
die,902,0.22,5.07,348,0.74,5.52,A2,verb
difficult,903,0.22,5.07,891,0.21,4.97,A1,adjective
figure,904,0.22,5.07,698,0.28,5.1,A2,"noun, verb"
hospital,905,0.22,5.07,614,0.34,5.18,A1,noun
knows,906,0.22,5.07,390,0.63,5.45,,
loss,907,0.22,5.07,1863,0.09,4.58,B1,noun
modern,908,0.22,5.07,2153,0.07,4.5,A2,adjective
ones,909,0.22,5.07,704,0.28,5.09,,
paper,910,0.22,5.07,863,0.22,4.98,A1,noun
parts,911,0.22,5.07,1894,0.08,4.57,,
popular,912,0.22,5.07,2297,0.07,4.46,A2,adjective
published,913,0.22,5.07,4966,0.02,4.02,,
safe,914,0.22,5.07,557,0.4,5.25,A2,adjective
starting,915,0.22,5.07,953,0.19,4.94,,
systems,916,0.22,5.07,3138,0.04,4.28,,
version,917,0.22,5.07,2891,0.05,4.33,B2,noun
voice,918,0.22,5.07,632,0.33,5.16,A2,noun
whose,919,0.22,5.07,1040,0.17,4.89,A1,"determiner, pronoun"
writing,920,0.22,5.07,1231,0.14,4.8,A2,noun
army,921,0.21,5.06,819,0.23,5.01,B1,noun
australia,922,0.21,5.06,4242,0.03,4.12,,
earth,923,0.21,5.06,582,0.37,5.22,A2,noun
forget,924,0.21,5.06,380,0.66,5.46,A1,verb
goal,925,0.21,5.06,2368,0.06,4.45,A1,noun
h,926,0.21,5.06,,,,,
huge,927,0.21,5.06,1010,0.18,4.9,B1,adjective
internet,928,0.21,5.06,2311,0.07,4.46,,
listen,929,0.21,5.06,223,1.27,5.75,A1,verb
okay,930,0.21,5.06,74,4.96,6.34,,
practice,931,0.21,5.06,1448,0.12,4.72,A1,noun
rules,932,0.21,5.06,1062,0.17,4.87,,
sea,933,0.21,5.06,883,0.21,4.97,A1,noun
sir,934,0.21,5.06,139,2.15,5.98,A1,noun
