word,wf_rank,wf_pct,wf_zipf,sub_rank,sub_pct,sub_zipf,ox_cefr,ox_pos
suit,2055,0.09,4.7,1191,0.15,4.81,A2,"noun, verb"
wins,2056,0.09,4.7,2733,0.05,4.36,,
women's,2057,0.09,4.7,,,,,
appearance,2058,0.09,4.69,3930,0.03,4.16,A2,noun
asian,2059,0.09,4.69,5760,0.02,3.93,,
attorney,2060,0.09,4.69,2018,0.08,4.54,,
banks,2061,0.09,4.69,3230,0.04,4.27,,
behavior,2062,0.09,4.69,2726,0.05,4.36,,
ben,2063,0.09,4.69,945,0.2,4.94,,
bodies,2064,0.09,4.69,1641,0.1,4.65,,
brothers,2065,0.09,4.69,1233,0.14,4.8,,
buildings,2066,0.09,4.69,3869,0.03,4.17,,
chair,2067,0.09,4.69,1561,0.11,4.68,A1,noun
creating,2068,0.09,4.69,3832,0.03,4.17,,
debt,2069,0.09,4.69,2557,0.06,4.4,B1,noun
domestic,2070,0.09,4.69,5365,0.02,3.98,B2,adjective
expensive,2071,0.09,4.69,1841,0.09,4.59,A1,adjective
grew,2072,0.09,4.69,1890,0.08,4.57,,
historical,2073,0.09,4.69,6447,0.02,3.87,B1,adjective
homes,2074,0.09,4.69,3263,0.04,4.26,,
honestly,2075,0.09,4.69,1530,0.11,4.69,B1,adverb
honor,2076,0.09,4.69,856,0.22,4.99,,
im,2077,0.09,4.69,5106,0.02,4.0,,
jump,2078,0.09,4.69,1094,0.16,4.85,A1,"noun, verb"
launch,2079,0.09,4.69,2962,0.05,4.32,B1,verb
listed,2080,0.09,4.69,6973,0.01,3.81,,
minimum,2081,0.09,4.69,5312,0.02,3.98,B1,"adjective, noun"
native,2082,0.09,4.69,3912,0.03,4.16,A2,adjective
noted,2083,0.09,4.69,7476,0.01,3.77,,
originally,2084,0.09,4.69,5161,0.02,4.0,B2,adverb
planned,2085,0.09,4.69,1921,0.08,4.56,,
pm,2086,0.09,4.69,4420,0.03,4.09,,
ray,2087,0.09,4.69,1286,0.14,4.78,A2,noun
sets,2088,0.09,4.69,3418,0.04,4.24,,
suddenly,2089,0.09,4.69,1089,0.16,4.86,B1,adverb
supreme,2090,0.09,4.69,4525,0.03,4.08,,
survey,2091,0.09,4.69,7793,0.01,3.74,A1,noun
tech,2092,0.09,4.69,4879,0.02,4.04,,
trees,2093,0.09,4.69,1874,0.08,4.58,,
update,2094,0.09,4.69,5969,0.02,3.91,B1,"noun, verb"
user,2095,0.09,4.69,,,,B2,noun
writer,2096,0.09,4.69,2512,0.06,4.42,A1,noun
yellow,2097,0.09,4.69,2089,0.07,4.51,A1,"adjective, noun"
younger,2098,0.09,4.69,1982,0.08,4.55,,
ancient,2099,0.09,4.68,1703,0.1,4.63,A2,adjective
attacks,2100,0.09,4.68,3540,0.04,4.22,,
charges,2101,0.09,4.68,2080,0.07,4.52,,
combined,2102,0.09,4.68,6952,0.01,3.82,,
communication,2103,0.09,4.68,3938,0.03,4.16,A2,noun
connected,2104,0.09,4.68,2449,0.06,4.43,,
contains,2105,0.09,4.68,5477,0.02,3.96,,
download,2106,0.09,4.68,9118,0.01,3.63,A2,"noun, verb"
email,2107,0.09,4.68,5438,0.02,3.97,A2,verb
ending,2108,0.09,4.68,3061,0.04,4.3,A2,noun
exercise,2109,0.09,4.68,3034,0.05,4.3,A1,"noun, verb"
express,2110,0.09,4.68,2840,0.05,4.34,B1,"noun, verb"
flow,2111,0.09,4.68,3330,0.04,4.25,B1,"noun, verb"
formed,2112,0.09,4.68,4698,0.03,4.06,,
girlfriend,2113,0.09,4.68,946,0.2,4.94,A1,noun
hero,2114,0.09,4.68,1195,0.15,4.81,A2,noun
illegal,2115,0.09,4.68,2229,0.07,4.48,A2,adjective
increasing,2116,0.09,4.68,7226,0.01,3.79,,
joke,2117,0.09,4.68,1008,0.18,4.9,B1,"noun, verb"
loan,2118,0.09,4.68,2753,0.05,4.36,B2,noun
methods,2119,0.09,4.68,5304,0.02,3.98,,
officials,2120,0.09,4.68,5604,0.02,3.95,,
people's,2121,0.09,4.68,,,,,
performed,2122,0.09,4.68,5095,0.02,4.01,,
planet,2123,0.09,4.68,1079,0.17,4.87,A2,noun
relationships,2124,0.09,4.68,3855,0.03,4.17,,
restaurant,2125,0.09,4.68,1406,0.12,4.73,A1,noun
scotland,2126,0.09,4.68,3833,0.03,4.17,,
selected,2127,0.09,4.68,6693,0.02,3.84,,
shared,2128,0.09,4.68,3579,0.04,4.21,,
shopping,2129,0.09,4.68,2127,0.07,4.51,A1,noun
soft,2130,0.09,4.68,1747,0.09,4.61,A2,adjective
stuck,2131,0.09,4.68,1059,0.17,4.87,B1,adjective
sugar,2132,0.09,4.68,1773,0.09,4.6,A1,noun
suggested,2133,0.09,4.68,4086,0.03,4.14,,
supported,2134,0.09,4.68,7026,0.01,3.81,,
surprised,2135,0.09,4.68,1171,0.15,4.82,A2,adjective
taught,2136,0.09,4.68,1457,0.12,4.71,,
transport,2137,0.09,4.68,3588,0.04,4.21,B2,"noun, verb"
weren't,2138,0.09,4.68,,,,,
accepted,2139,0.09,4.67,2643,0.05,4.39,,
adding,2140,0.09,4.67,6966,0.01,3.82,,
affairs,2141,0.09,4.67,3204,0.04,4.27,,
allows,2142,0.09,4.67,5296,0.02,3.98,,
appeal,2143,0.09,4.67,3829,0.03,4.17,B2,"noun, verb"
applied,2144,0.09,4.67,5451,0.02,3.97,,
appropriate,2145,0.09,4.67,3872,0.03,4.17,A2,adjective
artists,2146,0.09,4.67,3547,0.04,4.22,,
boston,2147,0.09,4.67,3338,0.04,4.25,,
ca,2148,0.09,4.67,9621,0.01,3.6,,
confirmed,2149,0.09,4.67,3092,0.04,4.29,,
device,2150,0.09,4.67,2527,0.06,4.41,B1,noun
drama,2151,0.09,4.67,2815,0.05,4.34,A1,noun
entry,2152,0.09,4.67,3952,0.03,4.16,B1,noun
era,2153,0.09,4.67,4679,0.03,4.06,B1,noun
factor,2154,0.09,4.67,5726,0.02,3.94,B2,noun
feed,2155,0.09,4.67,1535,0.11,4.69,B1,"noun, verb"
golden,2156,0.09,4.67,2062,0.08,4.52,A2,adjective
grant,2157,0.09,4.67,2026,0.08,4.53,B1,"noun, verb"
grown,2158,0.09,4.67,1963,0.08,4.55,,
heads,2159,0.09,4.67,1575,0.11,4.67,,
hoping,2160,0.09,4.67,1323,0.13,4.77,,
keeps,2161,0.09,4.67,1318,0.13,4.77,,
lawyer,2162,0.09,4.67,1015,0.18,4.9,A2,noun
legs,2163,0.09,4.67,1194,0.15,4.81,,
lying,2164,0.09,4.67,767,0.25,5.04,,
measures,2165,0.09,4.67,5968,0.02,3.91,,
mistake,2166,0.09,4.67,733,0.26,5.06,A2,noun
ms,2167,0.09,4.67,4765,0.03,4.05,,
muslim,2168,0.09,4.67,5371,0.02,3.98,,
organizations,2169,0.09,4.67,,,,,
platform,2170,0.09,4.67,5247,0.02,3.99,B1,noun
pool,2171,0.09,4.67,1685,0.1,4.63,A1,noun
pulled,2172,0.09,4.67,1418,0.12,4.73,,
regarding,2173,0.09,4.67,4222,0.03,4.12,B1,preposition
relations,2174,0.09,4.67,4815,0.02,4.04,,
requires,2175,0.09,4.67,4315,0.03,4.11,,
route,2176,0.09,4.67,2438,0.06,4.43,B2,noun
saved,2177,0.09,4.67,928,0.2,4.95,,
schedule,2178,0.09,4.67,2395,0.06,4.44,B2,"noun, verb"
scientific,2179,0.09,4.67,3512,0.04,4.22,A2,adjective
shoes,2180,0.09,4.67,1092,0.16,4.86,,
smoke,2181,0.09,4.67,1161,0.15,4.83,A2,"noun, verb"
squad,2182,0.09,4.67,2485,0.06,4.42,B2,noun
teach,2183,0.09,4.67,998,0.18,4.91,A1,verb
testing,2184,0.09,4.67,3327,0.04,4.25,,
tests,2185,0.09,4.67,2442,0.06,4.43,,
values,2186,0.09,4.67,5131,0.02,4.0,,
walked,2187,0.09,4.67,1366,0.13,4.75,,
williams,2188,0.09,4.67,3571,0.04,4.21,,
ya,2189,0.09,4.67,723,0.27,5.07,,
abuse,2190,0.09,4.66,3778,0.03,4.18,B2,noun
angry,2191,0.09,4.66,913,0.2,4.96,A1,adjective
businesses,2192,0.09,4.66,7877,0.01,3.73,,
candidate,2193,0.09,4.66,4396,0.03,4.09,B2,noun
comfortable,2194,0.09,4.66,1582,0.1,4.67,A2,adjective
concern,2195,0.09,4.66,2165,0.07,4.5,B2,"noun, verb"
developing,2196,0.09,4.66,6286,0.02,3.88,B2,adjective
discuss,2197,0.09,4.66,1557,0.11,4.68,A1,verb
elections,2198,0.09,4.66,7426,0.01,3.77,,
emotional,2199,0.09,4.66,2610,0.06,4.39,B1,adjective
et,2200,0.09,4.66,4523,0.03,4.08,,
everywhere,2201,0.09,4.66,1114,0.16,4.85,A1,adverb
facilities,2202,0.09,4.66,7814,0.01,3.74,B2,noun
falling,2203,0.09,4.66,1665,0.1,4.64,,
fox,2204,0.09,4.66,2967,0.05,4.32,B2,noun
guns,2205,0.09,4.66,1320,0.13,4.77,,
hole,2206,0.09,4.66,1242,0.14,4.8,A1,noun
holiday,2207,0.09,4.66,2249,0.07,4.48,A1,noun
interests,2208,0.09,4.66,3491,0.04,4.22,,
internal,2209,0.09,4.66,3710,0.03,4.19,B1,adjective
ireland,2210,0.09,4.66,6405,0.02,3.87,,
italian,2211,0.09,4.66,2101,0.07,4.51,,
italy,2212,0.09,4.66,2875,0.05,4.33,,
jersey,2213,0.09,4.66,4022,0.03,4.15,,
laugh,2214,0.09,4.66,947,0.2,4.94,A1,"noun, verb"
leg,2215,0.09,4.66,1247,0.14,4.8,A1,noun
letters,2216,0.09,4.66,1658,0.1,4.64,,
liberal,2217,0.09,4.66,8655,0.01,3.67,B2,adjective
listening,2218,0.09,4.66,1112,0.16,4.85,,
ll,2219,0.09,4.66,2362,0.06,4.45,,
loves,2220,0.09,4.66,996,0.18,4.91,,
lunch,2221,0.09,4.66,857,0.22,4.98,A1,noun
max,2222,0.09,4.66,1068,0.17,4.87,A2,noun
milk,2223,0.09,4.66,1445,0.12,4.72,A1,noun
pack,2224,0.09,4.66,1509,0.11,4.69,A2,"noun, verb"
payment,2225,0.09,4.66,3939,0.03,4.16,B2,noun
perform,2226,0.09,4.66,2693,0.05,4.37,A2,verb
recorded,2227,0.09,4.66,3806,0.03,4.17,,
relatively,2228,0.09,4.66,8147,0.01,3.71,B1,adverb
sector,2229,0.09,4.66,5170,0.02,4.0,B2,noun
sharing,2230,0.09,4.66,3763,0.03,4.18,,
snow,2231,0.09,4.66,1761,0.09,4.61,A2,"noun, verb"
storm,2232,0.09,4.66,1833,0.09,4.59,A2,noun
streets,2233,0.09,4.66,1775,0.09,4.6,,
strike,2234,0.09,4.66,1563,0.11,4.68,B1,"noun, verb"
studio,2235,0.09,4.66,2174,0.07,4.5,B1,noun
sub,2236,0.09,4.66,5826,0.02,3.93,,
weak,2237,0.09,4.66,1678,0.1,4.63,A2,adjective
youtube,2238,0.09,4.66,9947,0.01,3.58,,
3rd,2239,0.08,4.65,,,,,
actor,2240,0.08,4.65,2462,0.06,4.43,A1,noun
advance,2241,0.08,4.65,2707,0.05,4.37,B1,"noun, verb"
apartment,2242,0.08,4.65,999,0.18,4.91,A2,noun
asia,2243,0.08,4.65,5778,0.02,3.93,,
chain,2244,0.08,4.65,2503,0.06,4.42,A2,noun
chapter,2245,0.08,4.65,4025,0.03,4.15,A2,noun
committed,2246,0.08,4.65,2065,0.07,4.52,,
confidence,2247,0.08,4.65,2595,0.06,4.4,B1,noun
cook,2248,0.08,4.65,1365,0.13,4.75,A1,"noun, verb"
cute,2249,0.08,4.65,1004,0.18,4.91,A1,adjective
equal,2250,0.08,4.65,3146,0.04,4.28,B2,"adjective, noun, verb"
fake,2251,0.08,4.65,1537,0.11,4.68,B1,adjective
finance,2252,0.08,4.65,6590,0.02,3.85,B1,"noun, verb"
focused,2253,0.08,4.65,4183,0.03,4.12,,
hits,2254,0.08,4.65,2721,0.05,4.37,,
identity,2255,0.08,4.65,2698,0.05,4.37,B1,noun
journey,2256,0.08,4.65,1804,0.09,4.59,A2,noun
kitchen,2257,0.08,4.65,1105,0.16,4.85,A1,noun
korea,2258,0.08,4.65,3986,0.03,4.15,,
leads,2259,0.08,4.65,2519,0.06,4.41,,
maintain,2260,0.08,4.65,3796,0.03,4.17,B1,verb
measure,2261,0.08,4.65,3998,0.03,4.15,B1,"noun, verb"
mm,2262,0.08,4.65,929,0.2,4.95,,
numerous,2263,0.08,4.65,8169,0.01,3.71,B1,adjective
owners,2264,0.08,4.65,5266,0.02,3.99,,
posts,2265,0.08,4.65,9484,0.01,3.61,,
properties,2266,0.08,4.65,7369,0.01,3.78,,
quiet,2267,0.08,4.65,644,0.31,5.15,B2,"adjective, noun"
revealed,2268,0.08,4.65,4568,0.03,4.08,,
specifically,2269,0.08,4.65,4388,0.03,4.1,B2,adverb
split,2270,0.08,4.65,1714,0.09,4.62,B2,"adjective, noun, verb"
task,2271,0.08,4.65,2660,0.05,4.38,A2,noun
taxes,2272,0.08,4.65,4557,0.03,4.08,,
taylor,2273,0.08,4.65,2414,0.06,4.44,,
twenty,2274,0.08,4.65,2375,0.06,4.45,A1,number
urban,2275,0.08,4.65,7228,0.01,3.79,B2,adjective
acts,2276,0.08,4.64,3575,0.04,4.21,,
affected,2277,0.08,4.64,4855,0.02,4.04,,
aircraft,2278,0.08,4.64,4697,0.03,4.06,B2,noun
applications,2279,0.08,4.64,,,,,
approved,2280,0.08,4.64,5815,0.02,3.93,,
approximately,2281,0.08,4.64,5658,0.02,3.94,B1,adverb
argument,2282,0.08,4.64,3101,0.04,4.29,A2,noun
arrested,2283,0.08,4.64,1495,0.11,4.7,,
claimed,2284,0.08,4.64,4821,0.02,4.04,,
conflict,2285,0.08,4.64,4366,0.03,4.1,B1,noun
considering,2286,0.08,4.64,2869,0.05,4.33,B2,"conjunction, preposition"
corporate,2287,0.08,4.64,4766,0.03,4.05,B2,adjective
debate,2288,0.08,4.64,4678,0.03,4.06,A2,noun
determined,2289,0.08,4.64,3249,0.04,4.26,B2,adjective
distribution,2290,0.08,4.64,8238,0.01,3.7,B1,noun
documents,2291,0.08,4.64,3223,0.04,4.27,,
escape,2292,0.08,4.64,1113,0.16,4.85,B1,"noun, verb"
extended,2293,0.08,4.64,7804,0.01,3.74,,
factors,2294,0.08,4.64,,,,,
faster,2295,0.08,4.64,1396,0.12,4.74,,
fault,2296,0.08,4.64,660,0.3,5.13,A2,noun
fill,2297,0.08,4.64,1565,0.11,4.68,A1,verb
films,2298,0.08,4.64,2601,0.06,4.39,,
flowers,2299,0.08,4.64,1327,0.13,4.76,,
friendly,2300,0.08,4.64,2467,0.06,4.43,B2,adjective
ladies,2301,0.08,4.64,674,0.3,5.12,,
lay,2302,0.08,4.64,1345,0.13,4.76,B1,verb
lights,2303,0.08,4.64,1378,0.13,4.74,,
millions,2304,0.08,4.64,2036,0.08,4.53,,
mixed,2305,0.08,4.64,2728,0.05,4.36,,
phase,2306,0.08,4.64,4151,0.03,4.13,B2,noun
properly,2307,0.08,4.64,2276,0.07,4.47,B1,adverb
pure,2308,0.08,4.64,2134,0.07,4.5,B1,adjective
reduced,2309,0.08,4.64,6340,0.02,3.88,,
requirements,2310,0.08,4.64,,,,,
residents,2311,0.08,4.64,6256,0.02,3.89,,
revenue,2312,0.08,4.64,,,,B2,noun
sam,2313,0.08,4.64,701,0.28,5.09,,
sat,2314,0.08,4.64,2093,0.07,4.51,,
secure,2315,0.08,4.64,2606,0.06,4.39,B1,adjective
smile,2316,0.08,4.64,1166,0.15,4.82,B1,"noun, verb"
strange,2317,0.08,4.64,718,0.27,5.07,A1,adjective
talent,2318,0.08,4.64,2159,0.07,4.5,A2,noun
temperature,2319,0.08,4.64,3139,0.04,4.28,A2,noun
thousand,2320,0.08,4.64,1071,0.17,4.87,A2,number
tony,2321,0.08,4.64,1227,0.14,4.8,,
troops,2322,0.08,4.64,2528,0.06,4.41,,
truck,2323,0.08,4.64,1053,0.17,4.88,A1,noun
votes,2324,0.08,4.64,3769,0.03,4.18,,
ah,2325,0.08,4.63,315,0.84,5.57,,
authorities,2326,0.08,4.63,3471,0.04,4.23,,
basically,2327,0.08,4.63,1752,0.09,4.61,A2,adverb
besides,2328,0.08,4.63,991,0.18,4.91,B1,"adverb, preposition"
bird,2329,0.08,4.63,1325,0.13,4.76,A1,noun
blame,2330,0.08,4.63,1136,0.15,4.84,A2,"noun, verb"
bob,2331,0.08,4.63,1111,0.16,4.85,,
bowl,2332,0.08,4.63,2800,0.05,4.35,B1,"noun, verb"
causes,2333,0.08,4.63,4116,0.03,4.13,,
chicken,2334,0.08,4.63,1200,0.15,4.81,A1,noun
collected,2335,0.08,4.63,5353,0.02,3.98,,
context,2336,0.08,4.63,7907,0.01,3.73,A2,noun
coverage,2337,0.08,4.63,7989,0.01,3.72,,
determine,2338,0.08,4.63,4573,0.03,4.07,B1,verb
display,2339,0.08,4.63,4709,0.03,4.06,B1,"noun, verb"
dying,2340,0.08,4.63,1038,0.17,4.89,,
elected,2341,0.08,4.63,5452,0.02,3.97,,
examples,2342,0.08,4.63,9610,0.01,3.6,,
experienced,2343,0.08,4.63,3619,0.04,4.2,B1,adjective
falls,2344,0.08,4.63,2296,0.07,4.46,,
false,2345,0.08,4.63,2282,0.07,4.47,A1,adjective
fired,2346,0.08,4.63,1225,0.14,4.8,,
forgot,2347,0.08,4.63,841,0.22,5.0,,
funding,2348,0.08,4.63,7535,0.01,3.76,,
identified,2349,0.08,4.63,4403,0.03,4.09,,
iii,2350,0.08,4.63,7507,0.01,3.76,,
incredible,2351,0.08,4.63,1521,0.11,4.69,B1,adjective
inspired,2352,0.08,4.63,4310,0.03,4.11,,
launched,2353,0.08,4.63,6742,0.02,3.84,,
ma,2354,0.08,4.63,558,0.4,5.25,,
meat,2355,0.08,4.63,1475,0.11,4.71,A1,noun
ministry,2356,0.08,4.63,5034,0.02,4.01,,
mode,2357,0.08,4.63,5860,0.02,3.92,,
neck,2358,0.08,4.63,1301,0.13,4.77,A1,noun
noticed,2359,0.08,4.63,1501,0.11,4.7,,
novel,2360,0.08,4.63,3705,0.03,4.19,A2,noun
obvious,2361,0.08,4.63,1888,0.08,4.57,B1,adjective
passing,2362,0.08,4.63,2209,0.07,4.49,,
positions,2363,0.08,4.63,4881,0.02,4.04,,
remaining,2364,0.08,4.63,4610,0.03,4.07,B2,adjective
scored,2365,0.08,4.63,6904,0.01,3.82,,
shirt,2366,0.08,4.63,1581,0.1,4.67,A1,noun
shots,2367,0.08,4.63,2076,0.07,4.52,,
slowly,2368,0.08,4.63,1719,0.09,4.62,A2,adverb
stadium,2369,0.08,4.63,6310,0.02,3.88,A2,noun
stores,2370,0.08,4.63,5145,0.02,4.0,,
surgery,2371,0.08,4.63,1699,0.1,4.63,B1,noun
trading,2372,0.08,4.63,5941,0.02,3.91,,
tuesday,2373,0.08,4.63,2842,0.05,4.34,A1,noun
vision,2374,0.08,4.63,2429,0.06,4.43,B1,noun
whenever,2375,0.08,4.63,1672,0.1,4.64,B1,"adverb, conjunction"
worried,2376,0.08,4.63,710,0.27,5.08,A2,adjective
zero,2377,0.08,4.63,2235,0.07,4.48,,
alex,2378,0.08,4.62,1180,0.15,4.82,,
allowing,2379,0.08,4.62,6416,0.02,3.87,,
begins,2380,0.08,4.62,2637,0.05,4.39,,
champion,2381,0.08,4.62,2984,0.05,4.31,B1,noun
charged,2382,0.08,4.62,3085,0.04,4.29,,
cream,2383,0.08,4.62,1621,0.1,4.66,A1,"adjective, noun"
crisis,2384,0.08,4.62,2912,0.05,4.32,B1,noun
daniel,2385,0.08,4.62,1659,0.1,4.64,,
delivered,2386,0.08,4.62,3087,0.04,4.29,,
editor,2387,0.08,4.62,4157,0.03,4.13,A2,noun
estimated,2388,0.08,4.62,9665,0.01,3.6,B2,adjective
eu,2389,0.08,4.62,,,,,
giant,2390,0.08,4.62,1966,0.08,4.55,B1,adjective
iran,2391,0.08,4.62,7943,0.01,3.73,,
jail,2392,0.08,4.62,1013,0.18,4.9,,
jim,2393,0.08,4.62,1190,0.15,4.81,,
kingdom,2394,0.08,4.62,2482,0.06,4.42,A2,noun
literature,2395,0.08,4.62,5843,0.02,3.92,B1,noun
mayor,2396,0.08,4.62,1701,0.1,4.63,B1,noun
minor,2397,0.08,4.62,3509,0.04,4.22,B1,adjective
moments,2398,0.08,4.62,2432,0.06,4.43,,
opposite,2399,0.08,4.62,2626,0.06,4.39,A2,"adjective, adverb, noun, preposition"
orange,2400,0.08,4.62,2908,0.05,4.33,A1,"adjective, noun"
ourselves,2401,0.08,4.62,1179,0.15,4.82,A2,pronoun
pages,2402,0.08,4.62,3853,0.03,4.17,,
remained,2403,0.08,4.62,5243,0.02,3.99,,
selection,2404,0.08,4.62,7156,0.01,3.8,B1,noun
serving,2405,0.08,4.62,3634,0.04,4.2,,
signal,2406,0.08,4.62,1754,0.09,4.61,B1,noun
stream,2407,0.08,4.62,5046,0.02,4.01,B1,"noun, verb"
struggle,2408,0.08,4.62,2754,0.05,4.36,B2,"noun, verb"
suicide,2409,0.08,4.62,1543,0.11,4.68,B1,noun
talked,2410,0.08,4.62,799,0.24,5.02,,
theme,2411,0.08,4.62,2274,0.07,4.47,B2,noun
thursday,2412,0.08,4.62,2832,0.05,4.34,A1,noun
tiny,2413,0.08,4.62,1683,0.1,4.63,B1,adjective
typically,2414,0.08,4.62,,,,B1,adverb
un,2415,0.08,4.62,4771,0.03,4.05,,
unfortunately,2416,0.08,4.62,1596,0.1,4.66,A2,adverb
usual,2417,0.08,4.62,1608,0.1,4.66,A2,adjective
vehicles,2418,0.08,4.62,5786,0.02,3.93,,
virginia,2419,0.08,4.62,3393,0.04,4.24,,
voted,2420,0.08,4.62,4445,0.03,4.09,,
voting,2421,0.08,4.62,6308,0.02,3.88,,
walls,2422,0.08,4.62,2024,0.08,4.54,,
wave,2423,0.08,4.62,2487,0.06,4.42,B1,"noun, verb"
alcohol,2424,0.08,4.61,2539,0.06,4.41,B1,noun
assembly,2425,0.08,4.61,6508,0.02,3.86,B2,noun
breakfast,2426,0.08,4.61,1252,0.14,4.79,A1,noun
bright,2427,0.08,4.61,1764,0.09,4.61,A1,adjective
brings,2428,0.08,4.61,1727,0.09,4.62,,
capable,2429,0.08,4.61,2208,0.07,4.49,B1,adjective
carrying,2430,0.08,4.61,2039,0.08,4.53,,
chosen,2431,0.08,4.61,2469,0.06,4.43,,
combination,2432,0.08,4.61,4407,0.03,4.09,B1,noun
conservative,2433,0.08,4.61,7973,0.01,3.72,B1,adjective
customer,2434,0.08,4.61,2865,0.05,4.33,A2,noun
cutting,2435,0.08,4.61,2673,0.05,4.38,,
desire,2436,0.08,4.61,2180,0.07,4.49,B2,"noun, verb"
destroyed,2437,0.08,4.61,1598,0.1,4.66,,
draft,2438,0.08,4.61,5725,0.02,3.94,,
drunk,2439,0.08,4.61,939,0.2,4.94,B1,adjective
essential,2440,0.08,4.61,5504,0.02,3.96,B1,adjective
fail,2441,0.08,4.61,2263,0.07,4.47,A2,verb
familiar,2442,0.08,4.61,1955,0.08,4.56,A2,adjective
finds,2443,0.08,4.61,1979,0.08,4.55,,
granted,2444,0.08,4.61,3637,0.04,4.2,,
guilty,2445,0.08,4.61,1186,0.15,4.82,B1,adjective
humans,2446,0.08,4.61,1984,0.08,4.55,,
hundreds,2447,0.08,4.61,2252,0.07,4.48,,
id,2448,0.08,4.61,2520,0.06,4.41,A2,noun
improved,2449,0.08,4.61,6992,0.01,3.81,B2,adjective
jewish,2450,0.08,4.61,3050,0.04,4.3,,
largely,2451,0.08,4.61,,,,B1,adverb
laughing,2452,0.08,4.61,612,0.34,5.18,,
markets,2453,0.08,4.61,9435,0.01,3.61,,
medium,2454,0.08,4.61,5754,0.02,3.93,B1,"adjective, noun"
ohio,2455,0.08,4.61,6983,0.01,3.81,,
opportunities,2456,0.08,4.61,6433,0.02,3.87,,
papers,2457,0.08,4.61,1367,0.13,4.75,,
perfectly,2458,0.08,4.61,1546,0.11,4.68,A2,adverb
recommend,2459,0.08,4.61,3979,0.03,4.15,B1,verb
referred,2460,0.08,4.61,8218,0.01,3.71,,
relevant,2461,0.08,4.61,6173,0.02,3.89,B2,adjective
seek,2462,0.08,4.61,2545,0.06,4.41,A2,verb
sending,2463,0.08,4.61,1767,0.09,4.61,,
solo,2464,0.08,4.61,4572,0.03,4.07,B2,"adjective, adverb, noun"
spoke,2465,0.08,4.61,1440,0.12,4.72,,
stands,2466,0.08,4.61,2628,0.06,4.39,,
talks,2467,0.08,4.61,2403,0.06,4.44,,
ticket,2468,0.08,4.61,1609,0.1,4.66,A1,noun
unable,2469,0.08,4.61,3544,0.04,4.22,B1,adjective
upset,2470,0.08,4.61,1000,0.18,4.91,B2,"adjective, verb"
wing,2471,0.08,4.61,2955,0.05,4.32,B1,noun
world's,2472,0.08,4.61,,,,,
answers,2473,0.07,4.6,2032,0.08,4.53,,
birds,2474,0.07,4.6,1638,0.1,4.65,,
bomb,2475,0.07,4.6,1300,0.13,4.77,B1,"noun, verb"
creative,2476,0.07,4.6,4078,0.03,4.14,A2,adjective
cycle,2477,0.07,4.6,4891,0.02,4.03,B1,"noun, verb"
dealing,2478,0.07,4.6,2078,0.07,4.52,,
directed,2479,0.07,4.6,4499,0.03,4.08,,
don,2480,0.07,4.6,26,14.45,6.81,,
educational,2481,0.07,4.6,,,,A2,adjective
entertainment,2482,0.07,4.6,4189,0.03,4.12,A2,noun
extreme,2483,0.07,4.6,3499,0.04,4.22,B1,adjective
facility,2484,0.07,4.6,3871,0.03,4.17,B1,noun
fields,2485,0.07,4.6,3175,0.04,4.28,,
goods,2486,0.07,4.6,3299,0.04,4.25,B1,noun
hang,2487,0.07,4.6,616,0.34,5.18,B1,"noun, verb"
holds,2488,0.07,4.6,3456,0.04,4.23,,
info,2489,0.07,4.6,6678,0.02,3.84,,
mainly,2490,0.07,4.6,6079,0.02,3.9,A2,adverb
maximum,2491,0.07,4.6,5211,0.02,3.99,B1,"adjective, noun"
newspaper,2492,0.07,4.6,2463,0.06,4.43,A1,noun
offering,2493,0.07,4.6,2916,0.05,4.32,,
painting,2494,0.07,4.6,1873,0.08,4.58,A1,noun
republic,2495,0.07,4.6,4502,0.03,4.08,B1,noun
reserve,2496,0.07,4.6,5737,0.02,3.93,B1,"noun, verb"
returns,2497,0.07,4.6,4071,0.03,4.14,,
row,2498,0.07,4.6,2373,0.06,4.45,B2,"noun, verb"
salt,2499,0.07,4.6,2603,0.06,4.39,A2,noun
scared,2500,0.07,4.6,577,0.37,5.22,B1,adjective
scottish,2501,0.07,4.6,7629,0.01,3.75,,
shares,2502,0.07,4.6,5188,0.02,4.0,,
statistics,2503,0.07,4.6,,,,B2,noun
switch,2504,0.07,4.6,2042,0.08,4.53,B1,"noun, verb"
territory,2505,0.07,4.6,3286,0.04,4.26,B2,noun
threat,2506,0.07,4.6,2111,0.07,4.51,B1,noun
tickets,2507,0.07,4.6,1842,0.09,4.59,,
wales,2508,0.07,4.6,8870,0.01,3.65,,
adults,2509,0.07,4.59,4349,0.03,4.1,,
affect,2510,0.07,4.59,4063,0.03,4.14,B1,verb
appointed,2511,0.07,4.59,6594,0.02,3.85,,
armed,2512,0.07,4.59,2387,0.06,4.44,A2,adjective
aside,2513,0.07,4.59,2136,0.07,4.5,B1,adverb
assistance,2514,0.07,4.59,4571,0.03,4.07,B1,noun
bell,2515,0.07,4.59,1192,0.15,4.81,A1,noun
blow,2516,0.07,4.59,920,0.2,4.96,A1,"noun, verb"
bond,2517,0.07,4.59,3015,0.05,4.31,B1,noun
boyfriend,2518,0.07,4.59,990,0.18,4.91,A1,noun
careful,2519,0.07,4.59,649,0.31,5.14,A1,adjective
