rank,word,count,frequency,zipf
2574,rape,16303,2.514e-05,4.4
2575,wings,16298,2.513e-05,4.4
2576,growling,16293,2.513e-05,4.4
2577,thrown,16290,2.512e-05,4.4
2578,tank,16273,2.509e-05,4.4
2579,exhales,16267,2.509e-05,4.4
2580,authority,16265,2.508e-05,4.4
2581,current,16251,2.506e-05,4.4
2582,failure,16251,2.506e-05,4.4
2583,nightmare,16248,2.506e-05,4.4
2584,hitting,16244,2.505e-05,4.4
2585,glory,16221,2.501e-05,4.4
2586,knocked,16221,2.501e-05,4.4
2587,studying,16217,2.501e-05,4.4
2588,barry,16213,2.5e-05,4.4
2589,agency,16192,2.497e-05,4.4
2590,apple,16192,2.497e-05,4.4
2591,border,16172,2.494e-05,4.4
2592,rope,16159,2.492e-05,4.4
2593,duck,16153,2.491e-05,4.4
2594,reputation,16145,2.49e-05,4.4
2595,confidence,16138,2.489e-05,4.4
2596,yard,16138,2.489e-05,4.4
2597,beloved,16136,2.488e-05,4.4
2598,lack,16112,2.485e-05,4.4
2599,actual,16107,2.484e-05,4.4
2600,skills,16100,2.483e-05,4.39
2601,films,16089,2.481e-05,4.39
2602,mental,16088,2.481e-05,4.39
2603,salt,16079,2.48e-05,4.39
2604,flesh,16064,2.477e-05,4.39
2605,anne,16062,2.477e-05,4.39
2606,secure,16048,2.475e-05,4.39
2607,highly,16045,2.474e-05,4.39
2608,federal,16026,2.471e-05,4.39
2609,sand,16019,2.47e-05,4.39
2610,emotional,16018,2.47e-05,4.39
2611,setting,16012,2.469e-05,4.39
2612,nothin,15992,2.466e-05,4.39
2613,senator,15992,2.466e-05,4.39
2614,services,15982,2.465e-05,4.39
2615,robbery,15978,2.464e-05,4.39
2616,hates,15968,2.462e-05,4.39
2617,fed,15965,2.462e-05,4.39
2618,reward,15944,2.459e-05,4.39
2619,theater,15940,2.458e-05,4.39
2620,johnson,15936,2.457e-05,4.39
2621,commit,15921,2.455e-05,4.39
2622,patrick,15903,2.452e-05,4.39
2623,entirely,15891,2.451e-05,4.39
2624,extraordinary,15889,2.45e-05,4.39
2625,ships,15878,2.449e-05,4.39
2626,opposite,15870,2.447e-05,4.39
2627,parties,15865,2.447e-05,4.39
2628,stands,15856,2.445e-05,4.39
2629,terry,15820,2.44e-05,4.39
2630,chat,15812,2.438e-05,4.39
2631,events,15804,2.437e-05,4.39
2632,mummy,15781,2.434e-05,4.39
2633,bay,15777,2.433e-05,4.39
2634,slip,15773,2.432e-05,4.39
2635,disappointed,15771,2.432e-05,4.39
2636,settled,15766,2.431e-05,4.39
2637,begins,15758,2.43e-05,4.39
2638,andrew,15748,2.428e-05,4.39
2639,alert,15747,2.428e-05,4.39
2640,detail,15745,2.428e-05,4.39
2641,pink,15742,2.428e-05,4.39
2642,fellas,15736,2.427e-05,4.39
2643,accepted,15736,2.427e-05,4.39
2644,background,15730,2.426e-05,4.38
2645,garbage,15709,2.422e-05,4.38
2646,panic,15707,2.422e-05,4.38
2647,minds,15707,2.422e-05,4.38
2648,belt,15707,2.422e-05,4.38
2649,blowing,15705,2.422e-05,4.38
2650,hollywood,15691,2.42e-05,4.38
2651,agreement,15659,2.415e-05,4.38
2652,jackie,15659,2.415e-05,4.38
2653,pushing,15648,2.413e-05,4.38
2654,ability,15648,2.413e-05,4.38
2655,tiger,15646,2.413e-05,4.38
2656,whispering,15642,2.412e-05,4.38
2657,culture,15640,2.412e-05,4.38
2658,saint,15618,2.408e-05,4.38
2659,jesse,15612,2.408e-05,4.38
2660,task,15600,2.406e-05,4.38
2661,solid,15581,2.403e-05,4.38
2662,doll,15579,2.402e-05,4.38
2663,intend,15570,2.401e-05,4.38
2664,district,15566,2.4e-05,4.38
2665,pa,15566,2.4e-05,4.38
2666,gee,15564,2.4e-05,4.38
2667,custody,15562,2.4e-05,4.38
2668,ignore,15550,2.398e-05,4.38
2669,naturally,15531,2.395e-05,4.38
2670,useful,15524,2.394e-05,4.38
2671,attempt,15516,2.393e-05,4.38
2672,abandoned,15502,2.391e-05,4.38
2673,cutting,15498,2.39e-05,4.38
2674,kissed,15495,2.389e-05,4.38
2675,guarantee,15493,2.389e-05,4.38
2676,barking,15493,2.389e-05,4.38
2677,gather,15484,2.388e-05,4.38
2678,policy,15482,2.387e-05,4.38
2679,violent,15464,2.385e-05,4.38
2680,maid,15457,2.384e-05,4.38
2681,embarrassing,15455,2.383e-05,4.38
2682,childhood,15445,2.382e-05,4.38
2683,wasting,15434,2.38e-05,4.38
2684,bow,15423,2.378e-05,4.38
2685,chick,15412,2.377e-05,4.38
2686,sara,15387,2.373e-05,4.38
2687,disaster,15366,2.37e-05,4.37
2688,revolution,15350,2.367e-05,4.37
2689,online,15339,2.365e-05,4.37
2690,demon,15328,2.364e-05,4.37
2691,heavily,15326,2.363e-05,4.37
2692,coincidence,15318,2.362e-05,4.37
2693,perform,15312,2.361e-05,4.37
2694,thin,15296,2.359e-05,4.37
2695,terrific,15296,2.359e-05,4.37
2696,mac,15285,2.357e-05,4.37
2697,crown,15281,2.356e-05,4.37
2698,identity,15281,2.356e-05,4.37
2699,virgin,15276,2.356e-05,4.37
2700,impressive,15272,2.355e-05,4.37
2701,windows,15229,2.348e-05,4.37
2702,potential,15193,2.343e-05,4.37
2703,guitar,15191,2.343e-05,4.37
2704,committee,15152,2.337e-05,4.37
2705,dozen,15139,2.335e-05,4.37
2706,delivery,15137,2.334e-05,4.37
2707,advance,15126,2.333e-05,4.37
2708,quietly,15115,2.331e-05,4.37
2709,stan,15106,2.329e-05,4.37
2710,teaching,15100,2.329e-05,4.37
2711,hunter,15097,2.328e-05,4.37
2712,latest,15091,2.327e-05,4.37
2713,hurting,15089,2.327e-05,4.37
2714,swing,15079,2.325e-05,4.37
2715,capital,15073,2.324e-05,4.37
2716,counting,15069,2.324e-05,4.37
2717,drew,15068,2.324e-05,4.37
2718,dirt,15061,2.323e-05,4.37
2719,whistle,15045,2.32e-05,4.37
2720,marie,15044,2.32e-05,4.37
2721,hits,15034,2.318e-05,4.37
2722,doug,15030,2.318e-05,4.37
2723,deny,15012,2.315e-05,4.36
2724,urgent,15006,2.314e-05,4.36
2725,threatened,14987,2.311e-05,4.36
2726,behavior,14984,2.311e-05,4.36
2727,molly,14980,2.31e-05,4.36
2728,mixed,14977,2.31e-05,4.36
2729,stays,14944,2.305e-05,4.36
2730,assure,14943,2.304e-05,4.36
2731,subtitles,14939,2.304e-05,4.36
2732,explanation,14934,2.303e-05,4.36
2733,wins,14921,2.301e-05,4.36
2734,unique,14905,2.298e-05,4.36
2735,chasing,14899,2.298e-05,4.36
2736,billion,14895,2.297e-05,4.36
2737,duke,14892,2.296e-05,4.36
2738,production,14892,2.296e-05,4.36
2739,slave,14888,2.296e-05,4.36
2740,agents,14888,2.296e-05,4.36
2741,carol,14887,2.296e-05,4.36
2742,lets,14876,2.294e-05,4.36
2743,cruel,14872,2.293e-05,4.36
2744,mask,14863,2.292e-05,4.36
2745,sally,14857,2.291e-05,4.36
2746,behave,14851,2.29e-05,4.36
2747,bury,14798,2.282e-05,4.36
2748,massive,14789,2.281e-05,4.36
2749,pathetic,14789,2.281e-05,4.36
2750,species,14775,2.278e-05,4.36
2751,approaching,14768,2.277e-05,4.36
2752,jo,14768,2.277e-05,4.36
2753,loan,14751,2.275e-05,4.36
2754,struggle,14736,2.272e-05,4.36
2755,dish,14734,2.272e-05,4.36
2756,trusted,14722,2.27e-05,4.36
2757,jumped,14699,2.267e-05,4.36
2758,firing,14695,2.266e-05,4.36
2759,channel,14688,2.265e-05,4.36
2760,abby,14677,2.263e-05,4.35
2761,stopping,14667,2.262e-05,4.35
2762,asks,14655,2.26e-05,4.35
2763,jean,14651,2.259e-05,4.35
2764,swimming,14648,2.259e-05,4.35
2765,daily,14647,2.259e-05,4.35
2766,basement,14645,2.258e-05,4.35
2767,linda,14644,2.258e-05,4.35
2768,quarter,14642,2.258e-05,4.35
2769,erm,14625,2.255e-05,4.35
2770,bound,14619,2.254e-05,4.35
2771,navy,14616,2.254e-05,4.35
2772,article,14614,2.254e-05,4.35
2773,guide,14614,2.254e-05,4.35
2774,accused,14612,2.253e-05,4.35
2775,transfer,14609,2.253e-05,4.35
2776,guts,14598,2.251e-05,4.35
2777,quality,14596,2.251e-05,4.35
2778,fella,14583,2.249e-05,4.35
2779,roman,14575,2.248e-05,4.35
2780,greater,14569,2.247e-05,4.35
2781,damned,14557,2.245e-05,4.35
2782,couch,14529,2.241e-05,4.35
2783,cheer,14507,2.237e-05,4.35
2784,vegas,14494,2.235e-05,4.35
2785,shoe,14489,2.234e-05,4.35
2786,title,14488,2.234e-05,4.35
2787,shy,14479,2.233e-05,4.35
2788,punishment,14476,2.232e-05,4.35
2789,los,14462,2.23e-05,4.35
2790,clicks,14462,2.23e-05,4.35
2791,closet,14440,2.227e-05,4.35
2792,fever,14430,2.225e-05,4.35
2793,coward,14421,2.224e-05,4.35
2794,flash,14418,2.223e-05,4.35
2795,impressed,14417,2.223e-05,4.35
2796,bruce,14413,2.223e-05,4.35
2797,siren,14411,2.222e-05,4.35
2798,prisoners,14410,2.222e-05,4.35
2799,sides,14403,2.221e-05,4.35
2800,bowl,14401,2.221e-05,4.35
2801,katie,14399,2.22e-05,4.35
2802,supply,14396,2.22e-05,4.35
2803,sensitive,14396,2.22e-05,4.35
2804,hopefully,14389,2.219e-05,4.35
2805,rolling,14377,2.217e-05,4.35
2806,roy,14370,2.216e-05,4.35
2807,dollar,14367,2.216e-05,4.35
2808,tone,14366,2.215e-05,4.35
2809,voices,14350,2.213e-05,4.34
2810,cheating,14310,2.207e-05,4.34
2811,confess,14303,2.206e-05,4.34
2812,demand,14303,2.206e-05,4.34
2813,museum,14302,2.206e-05,4.34
2814,unknown,14300,2.205e-05,4.34
2815,drama,14284,2.203e-05,4.34
2816,suspicious,14279,2.202e-05,4.34
2817,adult,14267,2.2e-05,4.34
2818,todd,14262,2.199e-05,4.34
2819,frightened,14246,2.197e-05,4.34
2820,warned,14244,2.197e-05,4.34
2821,steady,14241,2.196e-05,4.34
2822,kills,14233,2.195e-05,4.34
2823,crossed,14222,2.193e-05,4.34
2824,lou,14221,2.193e-05,4.34
2825,particularly,14220,2.193e-05,4.34
2826,sandwich,14200,2.19e-05,4.34
2827,laws,14196,2.189e-05,4.34
2828,joint,14190,2.188e-05,4.34
2829,bullets,14186,2.188e-05,4.34
2830,package,14169,2.185e-05,4.34
2831,trained,14156,2.183e-05,4.34
2832,thursday,14150,2.182e-05,4.34
2833,boots,14143,2.181e-05,4.34
2834,possibility,14141,2.181e-05,4.34
2835,albert,14140,2.181e-05,4.34
2836,civil,14131,2.179e-05,4.34
2837,june,14126,2.178e-05,4.34
2838,germans,14122,2.178e-05,4.34
2839,baseball,14106,2.175e-05,4.34
2840,express,14103,2.175e-05,4.34
2841,miserable,14078,2.171e-05,4.34
2842,tuesday,14074,2.17e-05,4.34
2843,parker,14072,2.17e-05,4.34
2844,lion,14069,2.17e-05,4.34
2845,joseph,14059,2.168e-05,4.34
2846,refused,14058,2.168e-05,4.34
2847,shine,14055,2.167e-05,4.34
2848,assault,14053,2.167e-05,4.34
2849,hong,14048,2.166e-05,4.34
2850,jokes,14047,2.166e-05,4.34
2851,breaks,14045,2.166e-05,4.34
2852,argue,14042,2.165e-05,4.34
2853,trail,14033,2.164e-05,4.34
2854,option,14026,2.163e-05,4.34
2855,recall,14021,2.162e-05,4.33
2856,mighty,14014,2.161e-05,4.33
2857,collection,14008,2.16e-05,4.33
2858,oliver,13994,2.158e-05,4.33
2859,wilson,13994,2.158e-05,4.33
2860,accent,13993,2.158e-05,4.33
2861,believes,13985,2.157e-05,4.33
2862,decisions,13978,2.156e-05,4.33
2863,embarrassed,13972,2.155e-05,4.33
2864,mobile,13970,2.154e-05,4.33
2865,customer,13954,2.152e-05,4.33
2866,terribly,13954,2.152e-05,4.33
2867,sec,13941,2.15e-05,4.33
2868,charity,13935,2.149e-05,4.33
2869,considering,13923,2.147e-05,4.33
2870,pussy,13922,2.147e-05,4.33
2871,donna,13918,2.146e-05,4.33
2872,protecting,13916,2.146e-05,4.33
2873,flag,13907,2.145e-05,4.33
2874,kidnapped,13898,2.143e-05,4.33
2875,italy,13890,2.142e-05,4.33
2876,balance,13887,2.142e-05,4.33
2877,creatures,13885,2.141e-05,4.33
2878,nuclear,13873,2.139e-05,4.33
2879,wallet,13863,2.138e-05,4.33
2880,shout,13856,2.137e-05,4.33
2881,vincent,13852,2.136e-05,4.33
2882,entered,13850,2.136e-05,4.33
2883,impression,13849,2.136e-05,4.33
2884,angela,13848,2.135e-05,4.33
2885,jay,13847,2.135e-05,4.33
2886,degrees,13842,2.135e-05,4.33
2887,favour,13830,2.133e-05,4.33
2888,reaction,13825,2.132e-05,4.33
2889,network,13816,2.131e-05,4.33
2890,jessica,13814,2.13e-05,4.33
2891,version,13814,2.13e-05,4.33
2892,concert,13801,2.128e-05,4.33
2893,gear,13780,2.125e-05,4.33
2894,singer,13777,2.125e-05,4.33
2895,diamond,13777,2.125e-05,4.33
2896,defeat,13775,2.124e-05,4.33
2897,steven,13772,2.124e-05,4.33
2898,lane,13771,2.124e-05,4.33
2899,blast,13764,2.123e-05,4.33
2900,wounded,13763,2.122e-05,4.33
2901,anytime,13761,2.122e-05,4.33
2902,partners,13760,2.122e-05,4.33
2903,ages,13759,2.122e-05,4.33
2904,charlotte,13759,2.122e-05,4.33
2905,ceremony,13753,2.121e-05,4.33
2906,league,13742,2.119e-05,4.33
2907,bars,13738,2.119e-05,4.33
2908,orange,13738,2.119e-05,4.33
2909,specific,13708,2.114e-05,4.33
2910,conditions,13699,2.113e-05,4.32
2911,plastic,13694,2.112e-05,4.32
2912,crisis,13690,2.111e-05,4.32
2913,fifth,13690,2.111e-05,4.32
2914,term,13676,2.109e-05,4.32
2915,self,13657,2.106e-05,4.32
2916,offering,13655,2.106e-05,4.32
2917,bud,13654,2.106e-05,4.32
2918,suffered,13646,2.104e-05,4.32
2919,reported,13643,2.104e-05,4.32
2920,commissioner,13637,2.103e-05,4.32
2921,rip,13626,2.101e-05,4.32
2922,mysterious,13617,2.1e-05,4.32
2923,entrance,13616,2.1e-05,4.32
2924,messed,13609,2.099e-05,4.32
2925,tunnel,13593,2.096e-05,4.32
2926,designed,13591,2.096e-05,4.32
2927,neighbor,13590,2.096e-05,4.32
2928,aboard,13582,2.094e-05,4.32
2929,sweat,13581,2.094e-05,4.32
2930,justin,13578,2.094e-05,4.32
2931,ghosts,13576,2.094e-05,4.32
2932,crimes,13566,2.092e-05,4.32
2933,costs,13561,2.091e-05,4.32
2934,deserves,13558,2.091e-05,4.32
2935,dreaming,13557,2.091e-05,4.32
2936,bust,13552,2.09e-05,4.32
2937,el,13551,2.09e-05,4.32
2938,teddy,13549,2.089e-05,4.32
2939,kong,13546,2.089e-05,4.32
2940,messages,13545,2.089e-05,4.32
2941,enjoying,13542,2.088e-05,4.32
2942,afterwards,13540,2.088e-05,4.32
2943,comfort,13536,2.087e-05,4.32
2944,mason,13518,2.085e-05,4.32
2945,surrender,13513,2.084e-05,4.32
2946,gym,13513,2.084e-05,4.32
2947,kitty,13499,2.082e-05,4.32
2948,crush,13497,2.081e-05,4.32
2949,yup,13494,2.081e-05,4.32
2950,arranged,13475,2.078e-05,4.32
2951,suits,13469,2.077e-05,4.32
2952,pee,13455,2.075e-05,4.32
2953,stress,13446,2.073e-05,4.32
2954,cave,13446,2.073e-05,4.32
2955,wing,13445,2.073e-05,4.32
2956,jordan,13443,2.073e-05,4.32
2957,arrange,13442,2.073e-05,4.32
2958,comrade,13438,2.072e-05,4.32
2959,noble,13437,2.072e-05,4.32
2960,tricks,13428,2.071e-05,4.32
2961,betty,13426,2.07e-05,4.32
2962,launch,13420,2.069e-05,4.32
2963,legend,13418,2.069e-05,4.32
2964,mix,13418,2.069e-05,4.32
2965,golf,13415,2.069e-05,4.32
2966,imagination,13415,2.069e-05,4.32
2967,fox,13409,2.068e-05,4.32
2968,kissing,13398,2.066e-05,4.32
2969,butter,13398,2.066e-05,4.32
2970,tax,13389,2.065e-05,4.31
2971,gross,13387,2.064e-05,4.31
2972,edward,13367,2.061e-05,4.31
2973,texas,13351,2.059e-05,4.31
2974,insist,13332,2.056e-05,4.31
2975,marcus,13314,2.053e-05,4.31
2976,classic,13308,2.052e-05,4.31
2977,selfish,13305,2.052e-05,4.31
2978,skull,13299,2.051e-05,4.31
2979,frankie,13299,2.051e-05,4.31
2980,shown,13295,2.05e-05,4.31
2981,bat,13294,2.05e-05,4.31
2982,survived,13293,2.05e-05,4.31
2983,print,13293,2.05e-05,4.31
2984,champion,13290,2.049e-05,4.31
2985,bills,13286,2.049e-05,4.31
2986,therapy,13278,2.048e-05,4.31
2987,lifetime,13272,2.047e-05,4.31
2988,throughout,13270,2.046e-05,4.31
2989,nathan,13261,2.045e-05,4.31
2990,toward,13252,2.044e-05,4.31
2991,sauce,13249,2.043e-05,4.31
2992,experiment,13242,2.042e-05,4.31
2993,margaret,13236,2.041e-05,4.31
2994,describe,13221,2.039e-05,4.31
2995,ross,13220,2.039e-05,4.31
2996,grass,13219,2.038e-05,4.31
2997,cheat,13204,2.036e-05,4.31
2998,attend,13202,2.036e-05,4.31
2999,homework,13202,2.036e-05,4.31
3000,lewis,13201,2.036e-05,4.31
3001,betrayed,13199,2.035e-05,4.31
3002,servant,13198,2.035e-05,4.31
3003,cap,13198,2.035e-05,4.31
3004,tyler,13196,2.035e-05,4.31
3005,bible,13193,2.034e-05,4.31
3006,practically,13180,2.032e-05,4.31
3007,catherine,13179,2.032e-05,4.31
3008,steel,13177,2.032e-05,4.31
3009,wipe,13177,2.032e-05,4.31
3010,burns,13175,2.032e-05,4.31
3011,generation,13163,2.03e-05,4.31
3012,cabin,13159,2.029e-05,4.31
3013,financial,13153,2.028e-05,4.31
3014,industry,13143,2.027e-05,4.31
3015,bond,13131,2.025e-05,4.31
3016,sheep,13127,2.024e-05,4.31
3017,scientists,13124,2.024e-05,4.31
3018,beaten,13120,2.023e-05,4.31
3019,heck,13118,2.023e-05,4.31
3020,deck,13118,2.023e-05,4.31
3021,fans,13116,2.023e-05,4.31
3022,script,13108,2.021e-05,4.31
3023,brand,13107,2.021e-05,4.31
3024,degree,13103,2.021e-05,4.31
3025,painful,13100,2.02e-05,4.31
3026,coughing,13093,2.019e-05,4.31
3027,religion,13083,2.018e-05,4.3
3028,cats,13076,2.016e-05,4.3
3029,stephen,13069,2.015e-05,4.3
3030,influence,13066,2.015e-05,4.3
3031,fuel,13066,2.015e-05,4.3
3032,drawing,13056,2.013e-05,4.3
3033,rabbit,13027,2.009e-05,4.3
3034,exercise,13015,2.007e-05,4.3
3035,attractive,13008,2.006e-05,4.3
3036,touching,12992,2.003e-05,4.3
3037,virus,12984,2.002e-05,4.3
3038,realise,12977,2.001e-05,4.3
3039,torture,12970,2e-05,4.3
3040,blessed,12960,1.999e-05,4.3
3041,plain,12952,1.997e-05,4.3
3042,rebecca,12950,1.997e-05,4.3
3043,recent,12948,1.997e-05,4.3
3044,barbara,12947,1.997e-05,4.3
3045,footsteps,12944,1.996e-05,4.3
3046,sacred,12939,1.995e-05,4.3
3047,removed,12931,1.994e-05,4.3
3048,pretending,12910,1.991e-05,4.3
3049,wasted,12909,1.991e-05,4.3
3050,jewish,12898,1.989e-05,4.3
3051,goodnight,12889,1.988e-05,4.3
3052,robot,12886,1.987e-05,4.3
3053,crystal,12885,1.987e-05,4.3
3054,confirm,12878,1.986e-05,4.3
3055,lad,12876,1.986e-05,4.3
3056,mile,12874,1.985e-05,4.3
3057,division,12873,1.985e-05,4.3
3058,scratch,12856,1.983e-05,4.3
3059,reminds,12848,1.981e-05,4.3
3060,walks,12837,1.98e-05,4.3
3061,ending,12835,1.979e-05,4.3
3062,russia,12828,1.978e-05,4.3
3063,contest,12826,1.978e-05,4.3
3064,valuable,12803,1.974e-05,4.3
3065,distant,12801,1.974e-05,4.3
3066,dumped,12793,1.973e-05,4.3
3067,motion,12791,1.972e-05,4.29
3068,electricity,12789,1.972e-05,4.29
3069,centre,12782,1.971e-05,4.29
3070,murders,12778,1.97e-05,4.29
3071,tina,12777,1.97e-05,4.29
3072,jeremy,12772,1.97e-05,4.29
3073,seal,12770,1.969e-05,4.29
3074,standard,12762,1.968e-05,4.29
3075,ellen,12762,1.968e-05,4.29
3076,wore,12754,1.967e-05,4.29
3077,surrounded,12750,1.966e-05,4.29
3078,struck,12749,1.966e-05,4.29
3079,inform,12745,1.965e-05,4.29
3080,gentle,12745,1.965e-05,4.29
3081,status,12743,1.965e-05,4.29
3082,purse,12740,1.965e-05,4.29
3083,prints,12737,1.964e-05,4.29
3084,players,12735,1.964e-05,4.29
3085,charged,12733,1.964e-05,4.29
3086,begging,12730,1.963e-05,4.29
3087,delivered,12713,1.96e-05,4.29
3088,kenny,12713,1.96e-05,4.29
3089,buck,12711,1.96e-05,4.29
3090,nina,12708,1.96e-05,4.29
3091,construction,12705,1.959e-05,4.29
3092,confirmed,12705,1.959e-05,4.29
3093,confession,12702,1.959e-05,4.29
3094,trigger,12698,1.958e-05,4.29
3095,cells,12693,1.957e-05,4.29
3096,frankly,12691,1.957e-05,4.29
3097,ali,12691,1.957e-05,4.29
3098,exit,12688,1.957e-05,4.29
3099,response,12684,1.956e-05,4.29
3100,cancel,12681,1.956e-05,4.29
3101,argument,12669,1.954e-05,4.29
3102,principal,12667,1.953e-05,4.29
3103,turkey,12662,1.953e-05,4.29
3104,lucas,12659,1.952e-05,4.29
3105,clinic,12658,1.952e-05,4.29
3106,greetings,12651,1.951e-05,4.29
3107,neighbors,12646,1.95e-05,4.29
3108,vice,12641,1.949e-05,4.29
3109,toy,12634,1.948e-05,4.29
3110,hannah,12632,1.948e-05,4.29
3111,everyday,12627,1.947e-05,4.29
3112,generous,12622,1.946e-05,4.29
3113,gain,12620,1.946e-05,4.29
3114,idiots,12614,1.945e-05,4.29
3115,holly,12610,1.945e-05,4.29
3116,enjoyed,12603,1.943e-05,4.29
3117,jungle,12593,1.942e-05,4.29
3118,link,12591,1.942e-05,4.29
3119,underground,12588,1.941e-05,4.29
3120,smiling,12580,1.94e-05,4.29
3121,mistress,12573,1.939e-05,4.29
3122,teams,12567,1.938e-05,4.29
3123,product,12560,1.937e-05,4.29
3124,beef,12560,1.937e-05,4.29
3125,whispers,12549,1.935e-05,4.29
3126,religious,12544,1.934e-05,4.29
3127,presents,12544,1.934e-05,4.29
3128,identify,12538,1.933e-05,4.29
3129,chip,12537,1.933e-05,4.29
3130,chffffff,12527,1.932e-05,4.29
3131,surveillance,12526,1.932e-05,4.29
3132,carlos,12522,1.931e-05,4.29
3133,vampire,12502,1.928e-05,4.29
3134,routine,12497,1.927e-05,4.28
3135,uses,12485,1.925e-05,4.28
3136,michelle,12482,1.925e-05,4.28
3137,underneath,12477,1.924e-05,4.28
3138,systems,12464,1.922e-05,4.28
3139,temperature,12455,1.921e-05,4.28
3140,waves,12451,1.92e-05,4.28
3141,tribe,12451,1.92e-05,4.28
3142,brad,12442,1.919e-05,4.28
3143,deputy,12440,1.918e-05,4.28
3144,sophie,12437,1.918e-05,4.28
3145,headquarters,12437,1.918e-05,4.28
3146,equal,12433,1.917e-05,4.28
3147,phones,12424,1.916e-05,4.28
3148,ken,12419,1.915e-05,4.28
3149,reckon,12411,1.914e-05,4.28
3150,related,12408,1.913e-05,4.28
3151,incredibly,12408,1.913e-05,4.28
3152,chill,12405,1.913e-05,4.28
3153,spit,12399,1.912e-05,4.28
3154,tracks,12399,1.912e-05,4.28
3155,oscar,12396,1.912e-05,4.28
3156,makeup,12393,1.911e-05,4.28
3157,bug,12385,1.91e-05,4.28
3158,sounded,12385,1.91e-05,4.28
3159,spirits,12381,1.909e-05,4.28
3160,nerve,12377,1.909e-05,4.28
3161,divorced,12374,1.908e-05,4.28
3162,stake,12356,1.905e-05,4.28
3163,port,12355,1.905e-05,4.28
3164,doorbell,12355,1.905e-05,4.28
3165,worries,12344,1.904e-05,4.28
3166,nephew,12340,1.903e-05,4.28
3167,miller,12331,1.902e-05,4.28
3168,units,12323,1.9e-05,4.28
3169,proceed,12314,1.899e-05,4.28
3170,landing,12310,1.898e-05,4.28
3171,traitor,12303,1.897e-05,4.28
3172,outfit,12301,1.897e-05,4.28
3173,chloe,12298,1.896e-05,4.28
3174,bail,12295,1.896e-05,4.28
3175,fields,12290,1.895e-05,4.28
3176,patience,12288,1.895e-05,4.28
3177,recording,12286,1.895e-05,4.28
3178,foolish,12268,1.892e-05,4.28
3179,loaded,12268,1.892e-05,4.28
3180,tokyo,12261,1.891e-05,4.28
3181,davis,12258,1.89e-05,4.28
3182,costume,12253,1.89e-05,4.28
3183,wayne,12252,1.889e-05,4.28
3184,injured,12251,1.889e-05,4.28
3185,somethin,12242,1.888e-05,4.28
3186,ian,12239,1.887e-05,4.28
3187,pet,12235,1.887e-05,4.28
3188,cage,12231,1.886e-05,4.28
3189,digging,12218,1.884e-05,4.28
3190,spain,12200,1.881e-05,4.27
3191,seats,12199,1.881e-05,4.27
3192,awkward,12197,1.881e-05,4.27
3193,cleaned,12182,1.879e-05,4.27
3194,pattern,12181,1.878e-05,4.27
3195,filthy,12179,1.878e-05,4.27
3196,visiting,12178,1.878e-05,4.27
3197,jews,12170,1.877e-05,4.27
3198,answering,12168,1.876e-05,4.27
3199,concentrate,12157,1.875e-05,4.27
3200,someplace,12156,1.875e-05,4.27
3201,citizens,12153,1.874e-05,4.27
3202,aim,12152,1.874e-05,4.27
3203,nancy,12149,1.873e-05,4.27
3204,affairs,12143,1.873e-05,4.27
3205,thick,12143,1.873e-05,4.27
3206,sport,12131,1.871e-05,4.27
3207,basic,12130,1.871e-05,4.27
3208,electric,12125,1.87e-05,4.27
3209,pleasant,12122,1.869e-05,4.27
3210,cliff,12109,1.867e-05,4.27
3211,nail,12105,1.867e-05,4.27
3212,russell,12102,1.866e-05,4.27
3213,environment,12101,1.866e-05,4.27
3214,western,12101,1.866e-05,4.27
3215,average,12100,1.866e-05,4.27
3216,ease,12094,1.865e-05,4.27
3217,raped,12088,1.864e-05,4.27
3218,interrupt,12088,1.864e-05,4.27
3219,judy,12085,1.864e-05,4.27
3220,satisfied,12083,1.863e-05,4.27
3221,beep,12076,1.862e-05,4.27
3222,starving,12075,1.862e-05,4.27
3223,documents,12070,1.861e-05,4.27
3224,anniversary,12069,1.861e-05,4.27
3225,beth,12061,1.86e-05,4.27
3226,election,12060,1.86e-05,4.27
3227,warrior,12054,1.859e-05,4.27
3228,forth,12049,1.858e-05,4.27
3229,fetch,12029,1.855e-05,4.27
3230,banks,12029,1.855e-05,4.27
3231,placed,12026,1.855e-05,4.27
3232,timing,12009,1.852e-05,4.27
3233,stones,12006,1.851e-05,4.27
3234,complex,11993,1.849e-05,4.27
3235,frozen,11992,1.849e-05,4.27
3236,replace,11983,1.848e-05,4.27
3237,prayer,11982,1.848e-05,4.27
3238,skip,11977,1.847e-05,4.27
3239,angeles,11974,1.847e-05,4.27
3240,guilt,11973,1.846e-05,4.27
3241,tune,11959,1.844e-05,4.27
3242,woo,11943,1.842e-05,4.27
3243,actions,11940,1.841e-05,4.27
3244,conscience,11934,1.84e-05,4.26
3245,officially,11933,1.84e-05,4.26
3246,martha,11902,1.835e-05,4.26
3247,machines,11899,1.835e-05,4.26
3248,smaller,11897,1.835e-05,4.26
3249,determined,11890,1.834e-05,4.26
3250,blown,11886,1.833e-05,4.26
3251,hail,11884,1.833e-05,4.26
3252,unhappy,11881,1.832e-05,4.26
3253,booth,11880,1.832e-05,4.26
3254,pour,11879,1.832e-05,4.26
3255,berlin,11871,1.831e-05,4.26
3256,cleared,11869,1.83e-05,4.26
3257,packed,11868,1.83e-05,4.26
