rank,word,frequency,zipf
4642,waited,1.82e-05,4.26
4643,warren,1.82e-05,4.26
4644,worn,1.82e-05,4.26
4645,yea,1.82e-05,4.26
4646,ac,1.78e-05,4.25
4647,accompanied,1.78e-05,4.25
4648,adams,1.78e-05,4.25
4649,aids,1.78e-05,4.25
4650,aimed,1.78e-05,4.25
4651,alpha,1.78e-05,4.25
4652,approaches,1.78e-05,4.25
4653,arguing,1.78e-05,4.25
4654,arrangement,1.78e-05,4.25
4655,beliefs,1.78e-05,4.25
4656,boats,1.78e-05,4.25
4657,boundaries,1.78e-05,4.25
4658,brick,1.78e-05,4.25
4659,brooklyn,1.78e-05,4.25
4660,colleges,1.78e-05,4.25
4661,considerable,1.78e-05,4.25
4662,conventional,1.78e-05,4.25
4663,danny,1.78e-05,4.25
4664,des,1.78e-05,4.25
4665,designated,1.78e-05,4.25
4666,dvd,1.78e-05,4.25
4667,emperor,1.78e-05,4.25
4668,employers,1.78e-05,4.25
4669,enormous,1.78e-05,4.25
4670,errors,1.78e-05,4.25
4671,focusing,1.78e-05,4.25
4672,forgive,1.78e-05,4.25
4673,gains,1.78e-05,4.25
4674,garage,1.78e-05,4.25
4675,gathering,1.78e-05,4.25
4676,guidelines,1.78e-05,4.25
4677,handled,1.78e-05,4.25
4678,hosted,1.78e-05,4.25
4679,indians,1.78e-05,4.25
4680,indonesia,1.78e-05,4.25
4681,inquiry,1.78e-05,4.25
4682,inspector,1.78e-05,4.25
4683,jumped,1.78e-05,4.25
4684,khan,1.78e-05,4.25
4685,li,1.78e-05,4.25
4686,lion,1.78e-05,4.25
4687,loaded,1.78e-05,4.25
4688,lonely,1.78e-05,4.25
4689,maintaining,1.78e-05,4.25
4690,measured,1.78e-05,4.25
4691,mercy,1.78e-05,4.25
4692,nevertheless,1.78e-05,4.25
4693,newspapers,1.78e-05,4.25
4694,outer,1.78e-05,4.25
4695,oxygen,1.78e-05,4.25
4696,pipe,1.78e-05,4.25
4697,pissed,1.78e-05,4.25
4698,poem,1.78e-05,4.25
4699,powder,1.78e-05,4.25
4700,powered,1.78e-05,4.25
4701,promises,1.78e-05,4.25
4702,quotes,1.78e-05,4.25
4703,racism,1.78e-05,4.25
4704,ratings,1.78e-05,4.25
4705,reads,1.78e-05,4.25
4706,recovered,1.78e-05,4.25
4707,refers,1.78e-05,4.25
4708,roy,1.78e-05,4.25
4709,rude,1.78e-05,4.25
4710,screw,1.78e-05,4.25
4711,seventh,1.78e-05,4.25
4712,shelter,1.78e-05,4.25
4713,signature,1.78e-05,4.25
4714,sooner,1.78e-05,4.25
4715,spider,1.78e-05,4.25
4716,stewart,1.78e-05,4.25
4717,strikes,1.78e-05,4.25
4718,suggesting,1.78e-05,4.25
4719,suits,1.78e-05,4.25
4720,toys,1.78e-05,4.25
4721,tracking,1.78e-05,4.25
4722,tribute,1.78e-05,4.25
4723,trigger,1.78e-05,4.25
4724,vary,1.78e-05,4.25
4725,venue,1.78e-05,4.25
4726,wages,1.78e-05,4.25
4727,wells,1.78e-05,4.25
4728,wheels,1.78e-05,4.25
4729,ye,1.78e-05,4.25
4730,😂,1.78e-05,4.25
4731,8th,1.74e-05,4.24
4732,abc,1.74e-05,4.24
4733,abortion,1.74e-05,4.24
4734,accuracy,1.74e-05,4.24
4735,albert,1.74e-05,4.24
4736,applying,1.74e-05,4.24
4737,artificial,1.74e-05,4.24
4738,belongs,1.74e-05,4.24
4739,beneath,1.74e-05,4.24
4740,bitcoin,1.74e-05,4.24
4741,bullet,1.74e-05,4.24
4742,burns,1.74e-05,4.24
4743,carl,1.74e-05,4.24
4744,celebrated,1.74e-05,4.24
4745,consistently,1.74e-05,4.24
4746,conversion,1.74e-05,4.24
4747,copyright,1.74e-05,4.24
4748,counties,1.74e-05,4.24
4749,democrat,1.74e-05,4.24
4750,deposit,1.74e-05,4.24
4751,destination,1.74e-05,4.24
4752,dirt,1.74e-05,4.24
4753,diverse,1.74e-05,4.24
4754,divine,1.74e-05,4.24
4755,emails,1.74e-05,4.24
4756,er,1.74e-05,4.24
4757,exclusively,1.74e-05,4.24
4758,export,1.74e-05,4.24
4759,fastest,1.74e-05,4.24
4760,formerly,1.74e-05,4.24
4761,functional,1.74e-05,4.24
4762,gather,1.74e-05,4.24
4763,grandfather,1.74e-05,4.24
4764,habit,1.74e-05,4.24
4765,harvard,1.74e-05,4.24
4766,indicates,1.74e-05,4.24
4767,isolated,1.74e-05,4.24
4768,jealous,1.74e-05,4.24
4769,knocked,1.74e-05,4.24
4770,landed,1.74e-05,4.24
4771,laughed,1.74e-05,4.24
4772,laura,1.74e-05,4.24
4773,lazy,1.74e-05,4.24
4774,mama,1.74e-05,4.24
4775,marshall,1.74e-05,4.24
4776,mitchell,1.74e-05,4.24
4777,modified,1.74e-05,4.24
4778,municipal,1.74e-05,4.24
4779,naval,1.74e-05,4.24
4780,neighbors,1.74e-05,4.24
4781,nelson,1.74e-05,4.24
4782,neutral,1.74e-05,4.24
4783,noble,1.74e-05,4.24
4784,oldest,1.74e-05,4.24
4785,pat,1.74e-05,4.24
4786,picks,1.74e-05,4.24
4787,poland,1.74e-05,4.24
4788,popularity,1.74e-05,4.24
4789,professionals,1.74e-05,4.24
4790,pussy,1.74e-05,4.24
4791,reactions,1.74e-05,4.24
4792,relate,1.74e-05,4.24
4793,robot,1.74e-05,4.24
4794,sacred,1.74e-05,4.24
4795,securities,1.74e-05,4.24
4796,shoe,1.74e-05,4.24
4797,speakers,1.74e-05,4.24
4798,springs,1.74e-05,4.24
4799,spy,1.74e-05,4.24
4800,steven,1.74e-05,4.24
4801,suggestions,1.74e-05,4.24
4802,supplied,1.74e-05,4.24
4803,susan,1.74e-05,4.24
4804,suspension,1.74e-05,4.24
4805,terrorism,1.74e-05,4.24
4806,terry,1.74e-05,4.24
4807,toxic,1.74e-05,4.24
4808,treasury,1.74e-05,4.24
4809,tunnel,1.74e-05,4.24
4810,unions,1.74e-05,4.24
4811,upgrade,1.74e-05,4.24
4812,warrant,1.74e-05,4.24
4813,wider,1.74e-05,4.24
4814,wound,1.74e-05,4.24
4815,aaron,1.7e-05,4.23
4816,actively,1.7e-05,4.23
4817,afghanistan,1.7e-05,4.23
4818,ai,1.7e-05,4.23
4819,applies,1.7e-05,4.23
4820,arrangements,1.7e-05,4.23
4821,asset,1.7e-05,4.23
4822,assuming,1.7e-05,4.23
4823,backing,1.7e-05,4.23
4824,baker,1.7e-05,4.23
4825,barcelona,1.7e-05,4.23
4826,blessed,1.7e-05,4.23
4827,brazilian,1.7e-05,4.23
4828,brush,1.7e-05,4.23
4829,burden,1.7e-05,4.23
4830,campbell,1.7e-05,4.23
4831,carries,1.7e-05,4.23
4832,casual,1.7e-05,4.23
4833,certified,1.7e-05,4.23
4834,charter,1.7e-05,4.23
4835,chef,1.7e-05,4.23
4836,city's,1.7e-05,4.23
4837,civilian,1.7e-05,4.23
4838,coalition,1.7e-05,4.23
4839,cock,1.7e-05,4.23
4840,complain,1.7e-05,4.23
4841,complaints,1.7e-05,4.23
4842,controversial,1.7e-05,4.23
4843,denver,1.7e-05,4.23
4844,describing,1.7e-05,4.23
4845,differently,1.7e-05,4.23
4846,directions,1.7e-05,4.23
4847,discipline,1.7e-05,4.23
4848,discussing,1.7e-05,4.23
4849,disgusting,1.7e-05,4.23
4850,dj,1.7e-05,4.23
4851,dominant,1.7e-05,4.23
4852,earning,1.7e-05,4.23
4853,emma,1.7e-05,4.23
4854,essay,1.7e-05,4.23
4855,expense,1.7e-05,4.23
4856,explaining,1.7e-05,4.23
4857,furthermore,1.7e-05,4.23
4858,graphic,1.7e-05,4.23
4859,greg,1.7e-05,4.23
4860,healing,1.7e-05,4.23
4861,hiring,1.7e-05,4.23
4862,hosts,1.7e-05,4.23
4863,implemented,1.7e-05,4.23
4864,instantly,1.7e-05,4.23
4865,invasion,1.7e-05,4.23
4866,jacob,1.7e-05,4.23
4867,jumping,1.7e-05,4.23
4868,laptop,1.7e-05,4.23
4869,legendary,1.7e-05,4.23
4870,leo,1.7e-05,4.23
4871,maker,1.7e-05,4.23
4872,margaret,1.7e-05,4.23
4873,mario,1.7e-05,4.23
4874,opponents,1.7e-05,4.23
4875,outdoor,1.7e-05,4.23
4876,palm,1.7e-05,4.23
4877,parker,1.7e-05,4.23
4878,photograph,1.7e-05,4.23
4879,pole,1.7e-05,4.23
4880,pub,1.7e-05,4.23
4881,quarters,1.7e-05,4.23
4882,queensland,1.7e-05,4.23
4883,rangers,1.7e-05,4.23
4884,ranks,1.7e-05,4.23
4885,reception,1.7e-05,4.23
4886,recipe,1.7e-05,4.23
4887,regulatory,1.7e-05,4.23
4888,reviewed,1.7e-05,4.23
4889,rolls,1.7e-05,4.23
4890,rubber,1.7e-05,4.23
4891,secured,1.7e-05,4.23
4892,serial,1.7e-05,4.23
4893,settings,1.7e-05,4.23
4894,shed,1.7e-05,4.23
4895,snake,1.7e-05,4.23
4896,sponsored,1.7e-05,4.23
4897,stealing,1.7e-05,4.23
4898,strict,1.7e-05,4.23
4899,subsequently,1.7e-05,4.23
4900,substance,1.7e-05,4.23
4901,suggestion,1.7e-05,4.23
4902,switzerland,1.7e-05,4.23
4903,syndrome,1.7e-05,4.23
4904,tasks,1.7e-05,4.23
4905,trips,1.7e-05,4.23
4906,ultra,1.7e-05,4.23
4907,unexpected,1.7e-05,4.23
4908,usage,1.7e-05,4.23
4909,utah,1.7e-05,4.23
4910,worlds,1.7e-05,4.23
4911,accidentally,1.66e-05,4.22
4912,affordable,1.66e-05,4.22
4913,amateur,1.66e-05,4.22
4914,appeals,1.66e-05,4.22
4915,argentina,1.66e-05,4.22
4916,baltimore,1.66e-05,4.22
4917,batman,1.66e-05,4.22
4918,bearing,1.66e-05,4.22
4919,beats,1.66e-05,4.22
4920,bin,1.66e-05,4.22
4921,biology,1.66e-05,4.22
4922,bobby,1.66e-05,4.22
4923,briefly,1.66e-05,4.22
4924,canal,1.66e-05,4.22
4925,cancelled,1.66e-05,4.22
4926,charlotte,1.66e-05,4.22
4927,cheaper,1.66e-05,4.22
4928,christopher,1.66e-05,4.22
4929,climb,1.66e-05,4.22
4930,com,1.66e-05,4.22
4931,competing,1.66e-05,4.22
4932,completion,1.66e-05,4.22
4933,cruise,1.66e-05,4.22
4934,custody,1.66e-05,4.22
4935,delete,1.66e-05,4.22
4936,demonstrated,1.66e-05,4.22
4937,departure,1.66e-05,4.22
4938,developers,1.66e-05,4.22
4939,developments,1.66e-05,4.22
4940,dig,1.66e-05,4.22
4941,eagles,1.66e-05,4.22
4942,employer,1.66e-05,4.22
4943,evans,1.66e-05,4.22
4944,explosion,1.66e-05,4.22
4945,fever,1.66e-05,4.22
4946,fluid,1.66e-05,4.22
4947,folk,1.66e-05,4.22
4948,generate,1.66e-05,4.22
4949,gop,1.66e-05,4.22
4950,handsome,1.66e-05,4.22
4951,ho,1.66e-05,4.22
4952,holidays,1.66e-05,4.22
4953,hotels,1.66e-05,4.22
4954,imagination,1.66e-05,4.22
4955,integration,1.66e-05,4.22
4956,integrity,1.66e-05,4.22
4957,interpretation,1.66e-05,4.22
4958,leaf,1.66e-05,4.22
4959,legitimate,1.66e-05,4.22
4960,lightning,1.66e-05,4.22
4961,loads,1.66e-05,4.22
4962,longest,1.66e-05,4.22
4963,magical,1.66e-05,4.22
4964,mills,1.66e-05,4.22
4965,motivation,1.66e-05,4.22
4966,nasty,1.66e-05,4.22
4967,oliver,1.66e-05,4.22
4968,outfit,1.66e-05,4.22
4969,pension,1.66e-05,4.22
4970,permit,1.66e-05,4.22
4971,perry,1.66e-05,4.22
4972,plates,1.66e-05,4.22
4973,pleasant,1.66e-05,4.22
4974,portrait,1.66e-05,4.22
4975,productive,1.66e-05,4.22
4976,reminds,1.66e-05,4.22
4977,reserves,1.66e-05,4.22
4978,ron,1.66e-05,4.22
4979,safely,1.66e-05,4.22
4980,shirts,1.66e-05,4.22
4981,shorter,1.66e-05,4.22
4982,slight,1.66e-05,4.22
4983,socialist,1.66e-05,4.22
4984,streaming,1.66e-05,4.22
4985,sue,1.66e-05,4.22
4986,targeted,1.66e-05,4.22
4987,tension,1.66e-05,4.22
4988,thailand,1.66e-05,4.22
4989,theories,1.66e-05,4.22
4990,touching,1.66e-05,4.22
4991,transactions,1.66e-05,4.22
4992,twist,1.66e-05,4.22
4993,ugh,1.66e-05,4.22
4994,unemployment,1.66e-05,4.22
4995,unity,1.66e-05,4.22
4996,useless,1.66e-05,4.22
4997,viewers,1.66e-05,4.22
4998,winds,1.66e-05,4.22
4999,woke,1.66e-05,4.22
5000,wtf,1.66e-05,4.22
5001,_,1.62e-05,4.21
5002,abilities,1.62e-05,4.21
5003,advocate,1.62e-05,4.21
5004,aims,1.62e-05,4.21
5005,arc,1.62e-05,4.21
5006,backup,1.62e-05,4.21
5007,beaten,1.62e-05,4.21
5008,bitter,1.62e-05,4.21
5009,blown,1.62e-05,4.21
5010,branches,1.62e-05,4.21
5011,campaigns,1.62e-05,4.21
5012,chips,1.62e-05,4.21
5013,cia,1.62e-05,4.21
5014,clever,1.62e-05,4.21
5015,clinic,1.62e-05,4.21
5016,closest,1.62e-05,4.21
5017,collections,1.62e-05,4.21
5018,continuous,1.62e-05,4.21
5019,converted,1.62e-05,4.21
5020,correctly,1.62e-05,4.21
5021,creator,1.62e-05,4.21
5022,creatures,1.62e-05,4.21
5023,criteria,1.62e-05,4.21
5024,declined,1.62e-05,4.21
5025,detective,1.62e-05,4.21
5026,difficulties,1.62e-05,4.21
5027,disability,1.62e-05,4.21
5028,dish,1.62e-05,4.21
5029,douglas,1.62e-05,4.21
5030,du,1.62e-05,4.21
5031,duck,1.62e-05,4.21
5032,egyptian,1.62e-05,4.21
5033,ep,1.62e-05,4.21
5034,evaluation,1.62e-05,4.21
5035,excess,1.62e-05,4.21
5036,farming,1.62e-05,4.21
5037,fence,1.62e-05,4.21
5038,fifa,1.62e-05,4.21
5039,fighters,1.62e-05,4.21
5040,flights,1.62e-05,4.21
5041,forcing,1.62e-05,4.21
5042,forming,1.62e-05,4.21
5043,franklin,1.62e-05,4.21
5044,fred,1.62e-05,4.21
5045,gradually,1.62e-05,4.21
5046,gravity,1.62e-05,4.21
5047,habits,1.62e-05,4.21
5048,hawaii,1.62e-05,4.21
5049,highlight,1.62e-05,4.21
5050,holder,1.62e-05,4.21
5051,hood,1.62e-05,4.21
5052,hung,1.62e-05,4.21
5053,identical,1.62e-05,4.21
5054,imperial,1.62e-05,4.21
5055,investigations,1.62e-05,4.21
5056,jose,1.62e-05,4.21
5057,ken,1.62e-05,4.21
5058,legally,1.62e-05,4.21
5059,lied,1.62e-05,4.21
5060,listened,1.62e-05,4.21
5061,males,1.62e-05,4.21
5062,manufacturer,1.62e-05,4.21
5063,meters,1.62e-05,4.21
5064,nail,1.62e-05,4.21
5065,nasa,1.62e-05,4.21
5066,negotiations,1.62e-05,4.21
5067,nonsense,1.62e-05,4.21
5068,ontario,1.62e-05,4.21
5069,operational,1.62e-05,4.21
5070,orleans,1.62e-05,4.21
5071,owns,1.62e-05,4.21
5072,phoenix,1.62e-05,4.21
5073,playoffs,1.62e-05,4.21
5074,poet,1.62e-05,4.21
5075,quoted,1.62e-05,4.21
5076,relating,1.62e-05,4.21
5077,repeatedly,1.62e-05,4.21
5078,robinson,1.62e-05,4.21
5079,rolled,1.62e-05,4.21
5080,scientist,1.62e-05,4.21
5081,sink,1.62e-05,4.21
5082,skip,1.62e-05,4.21
5083,slavery,1.62e-05,4.21
5084,snap,1.62e-05,4.21
5085,sorts,1.62e-05,4.21
5086,souls,1.62e-05,4.21
5087,stole,1.62e-05,4.21
5088,swedish,1.62e-05,4.21
5089,swim,1.62e-05,4.21
5090,swiss,1.62e-05,4.21
5091,tennessee,1.62e-05,4.21
5092,transaction,1.62e-05,4.21
5093,transformation,1.62e-05,4.21
5094,veteran,1.62e-05,4.21
5095,vulnerable,1.62e-05,4.21
5096,wealthy,1.62e-05,4.21
5097,additionally,1.58e-05,4.2
5098,amy,1.58e-05,4.2
5099,attract,1.58e-05,4.2
5100,barbara,1.58e-05,4.2
5101,beta,1.58e-05,4.2
5102,blowing,1.58e-05,4.2
5103,bored,1.58e-05,4.2
5104,bronze,1.58e-05,4.2
5105,bug,1.58e-05,4.2
5106,caring,1.58e-05,4.2
5107,catching,1.58e-05,4.2
5108,cave,1.58e-05,4.2
5109,cheating,1.58e-05,4.2
5110,chronic,1.58e-05,4.2
5111,cleared,1.58e-05,4.2
5112,communicate,1.58e-05,4.2
5113,convicted,1.58e-05,4.2
5114,cultures,1.58e-05,4.2
5115,dealt,1.58e-05,4.2
5116,delayed,1.58e-05,4.2
5117,demonstrate,1.58e-05,4.2
5118,departments,1.58e-05,4.2
5119,depend,1.58e-05,4.2
5120,developer,1.58e-05,4.2
5121,diagnosis,1.58e-05,4.2
5122,dismissed,1.58e-05,4.2
5123,distinguished,1.58e-05,4.2
5124,dose,1.58e-05,4.2
5125,eighth,1.58e-05,4.2
5126,experiments,1.58e-05,4.2
5127,fa,1.58e-05,4.2
5128,flesh,1.58e-05,4.2
5129,flip,1.58e-05,4.2
5130,forty,1.58e-05,4.2
5131,generous,1.58e-05,4.2
5132,germans,1.58e-05,4.2
5133,hated,1.58e-05,4.2
5134,hr,1.58e-05,4.2
5135,implement,1.58e-05,4.2
5136,incorporated,1.58e-05,4.2
5137,influenced,1.58e-05,4.2
5138,jerusalem,1.58e-05,4.2
5139,kidding,1.58e-05,4.2
5140,laser,1.58e-05,4.2
5141,loyal,1.58e-05,4.2
5142,marijuana,1.58e-05,4.2
5143,md,1.58e-05,4.2
5144,mentally,1.58e-05,4.2
5145,missions,1.58e-05,4.2
5146,occupation,1.58e-05,4.2
5147,opponent,1.58e-05,4.2
5148,paintings,1.58e-05,4.2
5149,patch,1.58e-05,4.2
5150,patience,1.58e-05,4.2
5151,pic,1.58e-05,4.2
5152,pointing,1.58e-05,4.2
5153,pollution,1.58e-05,4.2
5154,precisely,1.58e-05,4.2
5155,prisoner,1.58e-05,4.2
5156,privilege,1.58e-05,4.2
5157,proposals,1.58e-05,4.2
5158,protests,1.58e-05,4.2
5159,punk,1.58e-05,4.2
5160,radar,1.58e-05,4.2
5161,regards,1.58e-05,4.2
5162,relatives,1.58e-05,4.2
5163,resist,1.58e-05,4.2
5164,solely,1.58e-05,4.2
5165,stepped,1.58e-05,4.2
5166,striking,1.58e-05,4.2
5167,terrorists,1.58e-05,4.2
5168,th,1.58e-05,4.2
5169,tourist,1.58e-05,4.2
5170,transit,1.58e-05,4.2
5171,trucks,1.58e-05,4.2
5172,trusted,1.58e-05,4.2
5173,vessels,1.58e-05,4.2
5174,villa,1.58e-05,4.2
5175,volumes,1.58e-05,4.2
5176,websites,1.58e-05,4.2
5177,wireless,1.58e-05,4.2
5178,wondered,1.58e-05,4.2
5179,wrap,1.58e-05,4.2
5180,wright,1.58e-05,4.2
5181,yoga,1.58e-05,4.2
5182,adopt,1.55e-05,4.19
5183,airlines,1.55e-05,4.19
5184,alaska,1.55e-05,4.19
5185,albums,1.55e-05,4.19
5186,america's,1.55e-05,4.19
5187,anytime,1.55e-05,4.19
5188,bacteria,1.55e-05,4.19
5189,beings,1.55e-05,4.19
5190,beside,1.55e-05,4.19
5191,blade,1.55e-05,4.19
5192,boot,1.55e-05,4.19
5193,bottles,1.55e-05,4.19
5194,bucks,1.55e-05,4.19
5195,bulk,1.55e-05,4.19
5196,camps,1.55e-05,4.19
5197,cargo,1.55e-05,4.19
5198,census,1.55e-05,4.19
5199,christianity,1.55e-05,4.19
5200,coastal,1.55e-05,4.19
5201,coin,1.55e-05,4.19
5202,colored,1.55e-05,4.19
5203,commentary,1.55e-05,4.19
5204,confusion,1.55e-05,4.19
5205,congressional,1.55e-05,4.19
5206,corn,1.55e-05,4.19
5207,cried,1.55e-05,4.19
5208,customs,1.55e-05,4.19
5209,dealer,1.55e-05,4.19
5210,deemed,1.55e-05,4.19
5211,destiny,1.55e-05,4.19
5212,distant,1.55e-05,4.19
5213,electronics,1.55e-05,4.19
5214,emerging,1.55e-05,4.19
5215,emotion,1.55e-05,4.19
5216,emphasis,1.55e-05,4.19
5217,ethics,1.55e-05,4.19
5218,excitement,1.55e-05,4.19
5219,exploration,1.55e-05,4.19
5220,fights,1.55e-05,4.19
5221,filling,1.55e-05,4.19
5222,filming,1.55e-05,4.19
5223,glasgow,1.55e-05,4.19
5224,graphics,1.55e-05,4.19
5225,helen,1.55e-05,4.19
5226,humor,1.55e-05,4.19
5227,insight,1.55e-05,4.19
5228,invested,1.55e-05,4.19
5229,it'd,1.55e-05,4.19
5230,jennifer,1.55e-05,4.19
5231,lit,1.55e-05,4.19
5232,louisiana,1.55e-05,4.19
5233,mar,1.55e-05,4.19
5234,marie,1.55e-05,4.19
5235,meals,1.55e-05,4.19
5236,mississippi,1.55e-05,4.19
5237,nerve,1.55e-05,4.19
5238,netflix,1.55e-05,4.19
5239,nightmare,1.55e-05,4.19
5240,operators,1.55e-05,4.19
5241,overnight,1.55e-05,4.19
5242,partially,1.55e-05,4.19
5243,participating,1.55e-05,4.19
5244,pie,1.55e-05,4.19
5245,platforms,1.55e-05,4.19
5246,populations,1.55e-05,4.19
5247,poster,1.55e-05,4.19
5248,pr,1.55e-05,4.19
5249,practically,1.55e-05,4.19
5250,preserve,1.55e-05,4.19
5251,produces,1.55e-05,4.19
5252,qualify,1.55e-05,4.19
5253,raid,1.55e-05,4.19
5254,ram,1.55e-05,4.19
5255,ranging,1.55e-05,4.19
5256,ranking,1.55e-05,4.19
5257,receives,1.55e-05,4.19
5258,respective,1.55e-05,4.19
5259,restricted,1.55e-05,4.19
5260,routes,1.55e-05,4.19
5261,samuel,1.55e-05,4.19
5262,sandy,1.55e-05,4.19
5263,scenario,1.55e-05,4.19
5264,sheep,1.55e-05,4.19
5265,situated,1.55e-05,4.19
5266,slaves,1.55e-05,4.19
5267,sony,1.55e-05,4.19
5268,spotted,1.55e-05,4.19
5269,spreading,1.55e-05,4.19
5270,stanley,1.55e-05,4.19
5271,sustainable,1.55e-05,4.19
5272,sustained,1.55e-05,4.19
5273,taxi,1.55e-05,4.19
5274,themes,1.55e-05,4.19
5275,threatening,1.55e-05,4.19
5276,tobacco,1.55e-05,4.19
5277,trace,1.55e-05,4.19
5278,trapped,1.55e-05,4.19
5279,turner,1.55e-05,4.19
5280,uncomfortable,1.55e-05,4.19
5281,wasted,1.55e-05,4.19
5282,weakness,1.55e-05,4.19
5283,widespread,1.55e-05,4.19
5284,xbox,1.55e-05,4.19
5285,accepting,1.51e-05,4.18
5286,accessible,1.51e-05,4.18
5287,acknowledge,1.51e-05,4.18
5288,advised,1.51e-05,4.18
5289,advisory,1.51e-05,4.18
5290,animation,1.51e-05,4.18
5291,assignment,1.51e-05,4.18
5292,balanced,1.51e-05,4.18
5293,bare,1.51e-05,4.18
5294,basement,1.51e-05,4.18
5295,bases,1.51e-05,4.18
5296,battles,1.51e-05,4.18
5297,bias,1.51e-05,4.18
5298,birmingham,1.51e-05,4.18
5299,bits,1.51e-05,4.18
5300,cancel,1.51e-05,4.18
5301,carpet,1.51e-05,4.18
5302,ceiling,1.51e-05,4.18
5303,cherry,1.51e-05,4.18
5304,chill,1.51e-05,4.18
5305,classification,1.51e-05,4.18
5306,clue,1.51e-05,4.18
5307,codes,1.51e-05,4.18
5308,cole,1.51e-05,4.18
5309,collapse,1.51e-05,4.18
5310,collecting,1.51e-05,4.18
5311,compound,1.51e-05,4.18
5312,conscious,1.51e-05,4.18
5313,consecutive,1.51e-05,4.18
5314,contents,1.51e-05,4.18
5315,costume,1.51e-05,4.18
5316,craig,1.51e-05,4.18
5317,deleted,1.51e-05,4.18
5318,devoted,1.51e-05,4.18
5319,didnt,1.51e-05,4.18
5320,displayed,1.51e-05,4.18
5321,dominated,1.51e-05,4.18
5322,earl,1.51e-05,4.18
5323,endless,1.51e-05,4.18
5324,escaped,1.51e-05,4.18
5325,examine,1.51e-05,4.18
5326,floating,1.51e-05,4.18
5327,garbage,1.51e-05,4.18
5328,gospel,1.51e-05,4.18
5329,grain,1.51e-05,4.18
5330,grid,1.51e-05,4.18
5331,grows,1.51e-05,4.18
5332,heating,1.51e-05,4.18
5333,identification,1.51e-05,4.18
5334,knees,1.51e-05,4.18
5335,lap,1.51e-05,4.18
5336,lions,1.51e-05,4.18
5337,liver,1.51e-05,4.18
5338,metro,1.51e-05,4.18
5339,metropolitan,1.51e-05,4.18
5340,mines,1.51e-05,4.18
5341,mixture,1.51e-05,4.18
5342,nominated,1.51e-05,4.18
5343,oak,1.51e-05,4.18
5344,parliamentary,1.51e-05,4.18
5345,patent,1.51e-05,4.18
5346,perception,1.51e-05,4.18
5347,physician,1.51e-05,4.18
5348,portland,1.51e-05,4.18
5349,proceed,1.51e-05,4.18
5350,proceedings,1.51e-05,4.18
5351,pupils,1.51e-05,4.18
5352,reserved,1.51e-05,4.18
5353,restore,1.51e-05,4.18
5354,rifle,1.51e-05,4.18
5355,rival,1.51e-05,4.18
5356,rs,1.51e-05,4.18
5357,runner,1.51e-05,4.18
5358,sadly,1.51e-05,4.18
5359,sc,1.51e-05,4.18
5360,she'd,1.51e-05,4.18
5361,she'll,1.51e-05,4.18
5362,shoulders,1.51e-05,4.18
5363,significance,1.51e-05,4.18
5364,sits,1.51e-05,4.18
5365,sizes,1.51e-05,4.18
5366,slept,1.51e-05,4.18
5367,soap,1.51e-05,4.18
5368,spray,1.51e-05,4.18
5369,stored,1.51e-05,4.18
5370,stressed,1.51e-05,4.18
5371,structural,1.51e-05,4.18
5372,suite,1.51e-05,4.18
5373,tbh,1.51e-05,4.18
5374,tropical,1.51e-05,4.18
5375,ukrainian,1.51e-05,4.18
5376,unnecessary,1.51e-05,4.18
5377,verse,1.51e-05,4.18
5378,victor,1.51e-05,4.18
5379,vintage,1.51e-05,4.18
5380,warned,1.51e-05,4.18
5381,watson,1.51e-05,4.18
5382,acres,1.48e-05,4.17
5383,adapted,1.48e-05,4.17
5384,adoption,1.48e-05,4.17
5385,anonymous,1.48e-05,4.17
5386,antonio,1.48e-05,4.17
5387,approaching,1.48e-05,4.17
5388,artistic,1.48e-05,4.17
5389,attendance,1.48e-05,4.17
5390,aviation,1.48e-05,4.17
5391,barrel,1.48e-05,4.17
5392,beds,1.48e-05,4.17
5393,beloved,1.48e-05,4.17
5394,bless,1.48e-05,4.17
5395,boxing,1.48e-05,4.17
5396,celebrating,1.48e-05,4.17
5397,charging,1.48e-05,4.17
5398,chemicals,1.48e-05,4.17
5399,chuck,1.48e-05,4.17
5400,cinema,1.48e-05,4.17
5401,colonial,1.48e-05,4.17
5402,comics,1.48e-05,4.17
5403,compliance,1.48e-05,4.17
5404,contrary,1.48e-05,4.17
5405,controlling,1.48e-05,4.17
5406,corporations,1.48e-05,4.17
5407,couch,1.48e-05,4.17
5408,country's,1.48e-05,4.17
5409,crush,1.48e-05,4.17
5410,dam,1.48e-05,4.17
5411,decrease,1.48e-05,4.17
5412,defeated,1.48e-05,4.17
5413,diabetes,1.48e-05,4.17
5414,dressing,1.48e-05,4.17
5415,expanding,1.48e-05,4.17
5416,fears,1.48e-05,4.17
5417,fires,1.48e-05,4.17
5418,genre,1.48e-05,4.17
5419,gentle,1.48e-05,4.17
5420,grammar,1.48e-05,4.17
5421,hiv,1.48e-05,4.17
5422,idk,1.48e-05,4.17
5423,illustrated,1.48e-05,4.17
5424,invented,1.48e-05,4.17
5425,jake,1.48e-05,4.17
5426,jam,1.48e-05,4.17
5427,jamie,1.48e-05,4.17
5428,jessica,1.48e-05,4.17
5429,keith,1.48e-05,4.17
5430,kent,1.48e-05,4.17
5431,layers,1.48e-05,4.17
5432,lease,1.48e-05,4.17
5433,lens,1.48e-05,4.17
