word,cefr,pos,voice_url
seeker,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/see/seeke/seeker__us_1.ogg
seemingly,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/see/seemi/seemingly__us_1.ogg
selective,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sel/selec/selective__us_1.ogg
sensitivity,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/sensi/sensitivity__us_1.ogg
sentiment,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sen/senti/sentiment__us_1.ogg
set-up,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/set/set_u/set_up_1_us_1.ogg
sexuality,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sex/sexua/sexuality__us_1.ogg
shaped,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sha/shape/shaped__us_1.ogg
shareholder,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sha/share/shareholder__us_1.ogg
sibling,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sib/sibli/sibling__us_1.ogg
simulate,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sim/simul/simulate__us_1.ogg
simulation,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sim/simul/simulation__us_1.ogg
sin,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sin/sin__/sin__us_2.ogg
situated,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sit/situa/situated__us_1.ogg
skull,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sku/skull/skull__us_1.ogg
smartphone,A2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sma/smart/smartphone__us_1.ogg
socialist,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/soc/socia/socialist__us_1.ogg
sole,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sol/sole_/sole__us_1.ogg
solely,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sol/solel/solely__us_1.ogg
solicitor,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sol/solic/solicitor__us_1.ogg
solidarity,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sol/solid/solidarity__us_1.ogg
sovereignty,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sov/sover/sovereignty__us_1_rr.ogg
spam,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spa/spam_/spam__us_1.ogg
specialize,B2,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/speci/specialize__us_1.ogg
specialized,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/speci/specialized__us_1.ogg
specification,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/speci/specification__us_1.ogg
specimen,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/speci/specimen__us_1.ogg
spectrum,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/spect/spectrum__us_1.ogg
speculate,B2,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/specu/speculate__us_1.ogg
speculation,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/specu/speculation__us_1.ogg
spending,B1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/spend/spending__us_3.ogg
spine,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spi/spine/spine__us_1.ogg
spoken,B1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spo/spoke/spoken__us_2.ogg
spokesperson,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spo/spoke/spokesperson__us_1.ogg
sponsorship,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spo/spons/sponsorship__us_1.ogg
sporting,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spo/sport/sporting__us_1.ogg
spotlight,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spo/spotl/spotlight__us_1.ogg
spouse,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spo/spous/spouse__us_1.ogg
stabilize,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stabi/stabilize__us_1.ogg
stance,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stanc/stance__us_1.ogg
standing,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stand/standing__us_1.ogg
stark,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stark/stark__us_1.ogg
statistic,B1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stati/statistic__us_2.ogg
statistical,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stati/statistical__us_1.ogg
stimulus,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sti/stimu/stimulus__us_1.ogg
structural,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/struc/structural__us_1.ogg
submission,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/submi/submission__us_1.ogg
subscriber,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subsc/subscriber__us_1.ogg
subscription,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subsc/subscription__us_1.ogg
subsequent,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subse/subsequent__us_1.ogg
subsequently,B2,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subse/subsequently__us_1_rr.ogg
subsidy,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subsi/subsidy__us_1.ogg
substantially,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subst/substantially__us_1.ogg
substitution,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subst/substitution__us_1.ogg
suburban,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subur/suburban__us_1.ogg
succession,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/succe/succession__us_1.ogg
successor,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/succe/successor__us_1.ogg
suite,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sui/suite/suite__us_1.ogg
summarize,B1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sum/summa/summarize__us_2.ogg
supreme,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/supre/supreme__us_2.ogg
surgical,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surgi/surgical__us_1.ogg
surplus,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surpl/surplus__us_2.ogg
suspension,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sus/suspe/suspension__us_1.ogg
sustainable,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sus/susta/sustainable__us_1.ogg
synthesis,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/syn/synth/synthesis__us_1.ogg
t-shirt,A1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/t_s/t_shi/t_shirt_1_us_1.ogg
tactic,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tac/tacti/tactic__us_1.ogg
tactical,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tac/tacti/tactical__us_1.ogg
taxpayer,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tax/taxpa/taxpayer__us_1.ogg
teens,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tee/teens/teens__us_1.ogg
tenant,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/ten/tenan/tenant__us_1.ogg
tenure,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/ten/tenur/tenure__us_1.ogg
terminate,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/ter/termi/terminate__us_1.ogg
terms,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/ter/terms/terms__us_1.ogg
terrain,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/ter/terra/terrain__us_1.ogg
testing,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tes/testi/testing__us_1.ogg
texture,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tex/textu/texture__us_1.ogg
thankfully,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tha/thank/thankfully__us_1.ogg
theatre,A1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/the/theat/theatre__us_1.ogg
theatrical,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/the/theat/theatrical__us_1.ogg
theology,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/the/theol/theology__us_1.ogg
theoretical,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/the/theor/theoretical__us_1.ogg
thereby,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/the/there/thereby__us_1_rr.ogg
thinking,A2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/thi/think/thinking__us_3.ogg
thought-provoking,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tho/thoug/thought_provoking_1_us_1.ogg
threshold,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/thr/thres/threshold__us_1_rr.ogg
thrive,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/thr/thriv/thrive__us_1.ogg
timber,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tim/timbe/timber__us_1.ogg
tolerance,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tol/toler/tolerance__us_1.ogg
tonne,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/ton/tonne/tonne__us_1.ogg
towards,A2,preposition,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tow/towar/towards__us_1.ogg
trademark,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tra/trade/trademark__us_1.ogg
trading,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tra/tradi/trading__us_1.ogg
transaction,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tra/trans/transaction__us_1_rr.ogg
transit,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tra/trans/transit__us_1_rr.ogg
transparency,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tra/trans/transparency__us_1.ogg
trauma,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tra/traum/trauma__us_2_rr.ogg
traveller,A2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tra/trave/traveller__us_1.ogg
tribal,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/triba/tribal__us_1.ogg
tribunal,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/tribu/tribunal__us_1_rr.ogg
tribute,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/tribu/tribute__us_1.ogg
trillion,B2,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/trill/trillion__us_1.ogg
troubled,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tro/troub/troubled__us_1.ogg
trustee,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tru/trust/trustee__us_1.ogg
tsunami,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tsu/tsuna/tsunami__us_1.ogg
turnout,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tur/turno/turnout__us_1.ogg
turnover,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tur/turno/turnover__us_1.ogg
tyre,B1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tyr/tyre_/tyre__us_2.ogg
underlying,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/underlying__us_1.ogg
undermine,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/undermine__us_1_rr.ogg
unity,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uni/unity/unity__us_1.ogg
unprecedented,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unp/unpre/unprecedented__us_1.ogg
unveil,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unv/unvei/unveil__us_1.ogg
upcoming,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/upc/upcom/upcoming__us_1.ogg
uphold,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uph/uphol/uphold__us_1.ogg
upwards,B2,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/upw/upwar/upwards__us_2.ogg
utilize,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uti/utili/utilize__us_1.ogg
vacuum,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/vac/vacuu/vacuum__us_3.ogg
validity,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/val/valid/validity__us_1.ogg
variable,C1,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/var/varia/variable__us_1.ogg
verdict,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/ver/verdi/verdict__us_1.ogg
verify,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/ver/verif/verify__us_1.ogg
vertical,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/ver/verti/vertical__us_1.ogg
viable,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/via/viabl/viable__us_1.ogg
vibrant,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/vib/vibra/vibrant__us_1.ogg
vicious,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/vic/vicio/vicious__us_1.ogg
violation,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/vio/viola/violation__us_1.ogg
vocal,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/voc/vocal/vocal__us_1.ogg
voluntary,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/vol/volun/voluntary__us_1.ogg
voting,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/vot/votin/voting__us_1.ogg
vulnerability,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/vul/vulne/vulnerability__us_1.ogg
vulnerable,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/vul/vulne/vulnerable__us_1.ogg
warehouse,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/w/war/wareh/warehouse__us_1.ogg
warfare,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/w/war/warfa/warfare__us_1.ogg
warming,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/w/war/warmi/warming__us_1.ogg
warrant,C1,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/w/war/warra/warrant__us_1_rr.ogg
washing,A2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/w/was/washi/washing__us_1.ogg
well-being,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/w/wel/well_/well_being_1_us_3.ogg
whatsoever,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/w/wha/whats/whatsoever__us_6.ogg
whereby,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/w/whe/where/whereby__us_1_rr.ogg
whilst,C1,conjunction,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/w/whi/whils/whilst__us_1.ogg
wholly,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/w/who/wholl/wholly__us_1.ogg
workforce,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/w/wor/workf/workforce__us_1.ogg
wow,A2,exclamation,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/w/wow/wow__/wow__us_1.ogg
youngster,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/y/you/young/youngster__us_1.ogg
zero,A2,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/z/zer/zero_/zero__us_1_rr.ogg
