word,cefrj_cefr,ox5k_cefr,cefrj_pos,ox5k_pos,voice_url
sigh,B2,C1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sig/sigh_/sigh__us_1.ogg
sight,A1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sig/sight/sight__us_1.ogg
sign,B1,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sig/sign_/sign__us_1.ogg
signature,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sig/signa/signature__us_1.ogg
significance,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sig/signi/significance__us_1.ogg
significant,A2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sig/signi/significant__us_1.ogg
silence,A2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sil/silen/silence__us_2.ogg
silk,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sil/silk_/silk__us_1.ogg
silly,A2,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sil/silly/silly__us_2.ogg
similar,A2,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sim/simil/similar__us_1.ogg
simply,A2,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sim/simpl/simply__us_1.ogg
simultaneously,B1,C1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sim/simul/simultaneously__us_1.ogg
since,A2,B1,preposition,"adverb, conjunction, preposition",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sin/since/since__us_1.ogg
single,B1,A2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sin/singl/single__us_1.ogg
sir,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sir/sir__/sir__us_1.ogg
site,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sit/site_/site__us_1.ogg
situation,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sit/situa/situation__us_1.ogg
size,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/siz/size_/size__us_1.ogg
sketch,B2,C1,verb,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ske/sketc/sketch__us_1.ogg
ski,B1,A2,verb,"adjective, noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ski/ski__/ski__us_1.ogg
skin,B1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ski/skin_/skin__us_1.ogg
skip,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ski/skip_/skip__us_1.ogg
sky,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sky/sky__/sky__us_1.ogg
slam,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sla/slam_/slam__us_1.ogg
slap,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sla/slap_/slap__us_1.ogg
slash,B2,C1,noun,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sla/slash/slash__us_1.ogg
slave,A2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sla/slave/slave__us_1.ogg
slavery,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sla/slave/slavery__us_1.ogg
sleep,A1,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sle/sleep/sleep__us_1.ogg
slice,B2,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sli/slice/slice__us_1.ogg
slight,B1,B2,noun,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sli/sligh/slight__us_1.ogg
slip,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sli/slip_/slip__us_1.ogg
slogan,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/slo/sloga/slogan__us_1.ogg
slope,B1,B2,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/slo/slope/slope__us_1.ogg
slot,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/slo/slot_/slot__us_1.ogg
slow,B1,A1,verb,"adjective, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/slo/slow_/slow__us_1.ogg
smart,A1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sma/smart/smart__us_1.ogg
smash,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sma/smash/smash__us_1.ogg
smell,B1,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sme/smell/smell__us_1.ogg
smile,B1,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/smi/smile/smile__us_1.ogg
smoking,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/smo/smoki/smoking__us_3.ogg
smooth,A2,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/smo/smoot/smooth__us_1.ogg
snap,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sna/snap_/snap__us_1.ogg
snow,A2,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sno/snow_/snow__us_1.ogg
soak,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/soa/soak_/soak__us_1.ogg
soar,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/soa/soar_/soar__us_1.ogg
soccer,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/soc/socce/soccer__us_2.ogg
social,A1,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/soc/socia/social__us_1.ogg
software,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sof/softw/software__us_3.ogg
solo,B2,C1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sol/solo_/solo__us_1.ogg
solve,A1,A2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sol/solve/solve__us_1_rr.ogg
somebody,A2,A1,pronoun,pronoun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/som/someb/somebody__us_3_rr.ogg
somehow,B1,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/som/someh/somehow__us_1.ogg
sometime,B1,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/som/somet/sometime__us_1.ogg
sometimes,B1,A1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/som/somet/sometimes__us_2.ogg
sort,B2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sor/sort_/sort__us_1.ogg
soul,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sou/soul_/soul__us_1.ogg
sound,A2,C1,verb,"adjective, noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sou/sound/sound__us_1.ogg
south,A2,A1,noun,"adjective, adverb, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sou/south/south__us_1.ogg
space,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spa/space/space__us_1.ogg
span,B2,C1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spa/span_/span__us_1.ogg
spark,B2,C1,noun,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spa/spark/spark__us_1.ogg
specialist,B1,B2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/speci/specialist__us_1.ogg
specifically,B2,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/speci/specifically__us_1.ogg
spectacle,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/spect/spectacle__us_1.ogg
spectacular,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/spect/spectacular__us_1.ogg
spectator,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/spect/spectator__us_1.ogg
speech,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/speec/speech__us_1.ogg
speed,B1,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/speed/speed__us_1.ogg
spell,A2,C1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/spell/spell__us_1.ogg
spelling,B1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spe/spell/spelling__us_1.ogg
sphere,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sph/spher/sphere__us_1.ogg
spice,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spi/spice/spice__us_1.ogg
spider,B1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spi/spide/spider__us_1.ogg
spill,A2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spi/spill/spill__us_1.ogg
spin,B2,C1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spi/spin_/spin__us_1.ogg
spiritual,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spi/spiri/spiritual__us_1.ogg
spoil,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spo/spoil/spoil__us_1.ogg
spot,B2,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spo/spot_/spot__us_1.ogg
spy,A1,C1,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/spy/spy__/spy__us_1.ogg
squad,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/squ/squad/squad__us_1.ogg
squeeze,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/squ/squee/squeeze__us_1.ogg
stab,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stab_/stab__us_1.ogg
stability,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stabi/stability__us_1.ogg
stable,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stabl/stable__us_1.ogg
stadium,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stadi/stadium__us_1.ogg
staff,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/staff/staff__us_1.ogg
stage,A1,A2,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stage/stage__us_1.ogg
stake,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stake/stake__us_1.ogg
stall,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stall/stall__us_1.ogg
stamp,B2,A2,verb,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stamp/stamp__us_1.ogg
stand,A2,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stand/stand__us_1.ogg
star,B1,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/star_/star__us_1.ogg
stare,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stare/stare__us_1.ogg
start,A1,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/start/start__us_1.ogg
state,B2,B1,verb,"adjective, noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/state/state__us_1.ogg
statement,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/state/statement__us_1.ogg
statue,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/statu/statue__us_1.ogg
status,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/statu/status__us_2_rr.ogg
stay,A1,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sta/stay_/stay__us_1.ogg
steadily,B1,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ste/stead/steadily__us_1.ogg
steady,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ste/stead/steady__us_1.ogg
steam,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ste/steam/steam__us_1.ogg
steel,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ste/steel/steel__us_1.ogg
steep,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ste/steep/steep__us_1.ogg
steer,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ste/steer/steer__us_1.ogg
stem,B1,C1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ste/stem_/stem__us_1.ogg
step,A1,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ste/step_/step__us_1.ogg
stereotype,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/ste/stere/stereotype__us_1.ogg
sticky,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sti/stick/sticky__us_1.ogg
still,A2,B1,adverb,"adjective, adverb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sti/still/still__us_1.ogg
stir,B1,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sti/stir_/stir__us_1.ogg
stone,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sto/stone/stone__us_1.ogg
storage,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sto/stora/storage__us_1.ogg
store,B2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sto/store/store__us_1.ogg
straight,A1,A2,adverb,"adjective, adverb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strai/straight__us_1.ogg
straightforward,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strai/straightforward__us_1.ogg
strain,B2,C1,verb,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strai/strain__us_1.ogg
strand,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stran/strand__us_1.ogg
strange,A1,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stran/strange__us_1.ogg
stranger,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stran/stranger__us_1.ogg
strategic,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strat/strategic__us_1.ogg
stream,B1,B2,verb,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strea/stream__us_1.ogg
strength,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stren/strength__us_1_rr.ogg
strengthen,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stren/strengthen__us_1_rr.ogg
stress,B2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stres/stress__us_1.ogg
stretch,B1,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stret/stretch__us_1.ogg
strict,A1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stric/strict__us_1.ogg
strike,B1,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strik/strike__us_1.ogg
striking,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strik/striking__us_1.ogg
string,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strin/string__us_1.ogg
strip,B2,C1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strip/strip__us_1.ogg
strive,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/striv/strive__us_1.ogg
strongly,A2,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stron/strongly__us_1.ogg
stuff,B2,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/stuff/stuff__us_1.ogg
stumble,B1,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/stumb/stumble__us_1.ogg
stun,B1,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/stun_/stun__us_1.ogg
stunning,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/stunn/stunning__us_1.ogg
stupid,B1,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/stupi/stupid__us_1.ogg
style,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sty/style/style__us_1.ogg
subject,A1,B2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subje/subject__us_4_rr.ogg
substance,B2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subst/substance__us_2.ogg
substantial,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subst/substantial__us_1.ogg
substitute,B2,C1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subst/substitute__us_1.ogg
subtle,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subtl/subtle__us_1.ogg
success,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/succe/success__us_2.ogg
successful,A1,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/succe/successful__us_2.ogg
successfully,A2,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/succe/successfully__us_3.ogg
successive,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/succe/successive__us_1.ogg
suck,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/suck_/suck__us_1.ogg
sudden,A2,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sud/sudde/sudden__us_2.ogg
suddenly,B1,A2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sud/sudde/suddenly__us_2.ogg
sue,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sue/sue__/sue__us_1.ogg
sufficient,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suf/suffi/sufficient__us_1.ogg
suggestion,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sug/sugge/suggestion__us_1_rr.ogg
suicide,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sui/suici/suicide__us_1.ogg
suitable,A2,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sui/suita/suitable__us_2.ogg
sum,A1,B2,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sum/sum__/sum__us_1.ogg
summary,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sum/summa/summary__us_2.ogg
summit,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sum/summi/summit__us_1.ogg
super,A1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/super/super__us_1.ogg
superb,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/super/superb__us_1.ogg
superior,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/super/superior__us_1.ogg
supervise,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/super/supervise__us_1.ogg
supervision,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/super/supervision__us_1.ogg
supervisor,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/super/supervisor__us_1.ogg
supplement,B2,C1,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppl/supplement__us_1.ogg
supply,B2,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppl/supply__us_1.ogg
support,B1,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppo/support__us_1.ogg
supportive,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppo/supportive__us_1.ogg
suppose,B1,A2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppo/suppose__us_1.ogg
supposedly,B1,C1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppo/supposedly__us_1.ogg
suppress,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppr/suppress__us_1.ogg
sure,A2,A1,adverb,"adjective, adverb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/sure_/sure__us_1_rr.ogg
surge,B2,C1,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surge/surge__us_1.ogg
surgeon,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surge/surgeon__us_1.ogg
surgery,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surge/surgery__us_1.ogg
surprise,B1,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surpr/surprise__us_1_rr.ogg
surrender,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surre/surrender__us_1.ogg
surround,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surro/surround__us_1.ogg
surrounding,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surro/surrounding__us_1.ogg
surveillance,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surve/surveillance__us_1.ogg
survey,A1,A2,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surve/survey__us_1.ogg
survival,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/survi/survival__us_1.ogg
survive,A2,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/survi/survive__us_1.ogg
survivor,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/survi/survivor__us_1.ogg
suspicion,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sus/suspi/suspicion__us_1.ogg
suspicious,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sus/suspi/suspicious__us_1.ogg
sustain,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sus/susta/sustain__us_1.ogg
swallow,A2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swa/swall/swallow__us_1.ogg
swear,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swe/swear/swear__us_1.ogg
sweater,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swe/sweat/sweater__us_1.ogg
swim,A1,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swi/swim_/swim__us_1.ogg
swing,B2,C1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swi/swing/swing__us_1.ogg
switch,B1,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swi/switc/switch__us_1.ogg
sword,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swo/sword/sword__us_1.ogg
symbolic,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sym/symbo/symbolic__us_1.ogg
sympathy,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sym/sympa/sympathy__us_1.ogg
syndrome,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/syn/syndr/syndrome__us_1.ogg
systematic,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sys/syste/systematic__us_1.ogg
