rank,word,pos,cefr,frequency,zipf
3642,blanket,noun,A2,1.17e-05,4.07
3643,bucket,noun,A1,1.17e-05,4.07
3644,burger,noun,A1,1.17e-05,4.07
3645,capability,noun,B2,1.17e-05,4.07
3646,charming,adjective,B2,1.17e-05,4.07
3647,concentrate,verb,A2,1.17e-05,4.07
3648,consequence,noun,A2,1.17e-05,4.07
3649,continent,noun,A2,1.17e-05,4.07
3650,cookie,noun,A1,1.17e-05,4.07
3651,curse,noun,A2,1.17e-05,4.07
3652,drain,"noun, verb",B2,1.17e-05,4.07
3653,excellence,noun,B1,1.17e-05,4.07
3654,flame,noun,B2,1.17e-05,4.07
3655,freely,adverb,B1,1.17e-05,4.07
3656,graduation,noun,B1,1.17e-05,4.07
3657,hint,noun,B2,1.17e-05,4.07
3658,horizon,noun,B1,1.17e-05,4.07
3659,ink,noun,B1,1.17e-05,4.07
3660,miserable,adjective,B1,1.17e-05,4.07
3661,monkey,noun,A1,1.17e-05,4.07
3662,motorcycle,noun,B1,1.17e-05,4.07
3663,nationwide,"adjective, adverb",B2,1.17e-05,4.07
3664,nicely,adverb,B2,1.17e-05,4.07
3665,nomination,noun,B2,1.17e-05,4.07
3666,obligation,noun,B2,1.17e-05,4.07
3667,outlook,noun,B2,1.17e-05,4.07
3668,penny,noun,B1,1.17e-05,4.07
3669,petty,adjective,B2,1.17e-05,4.07
3670,quantity,noun,B1,1.17e-05,4.07
3671,rainbow,noun,B2,1.17e-05,4.07
3672,reed,noun,B2,1.17e-05,4.07
3673,scan,"noun, verb",B2,1.17e-05,4.07
3674,scare,verb,B1,1.17e-05,4.07
3675,span,verb,B2,1.17e-05,4.07
3676,sunny,adjective,A1,1.17e-05,4.07
3677,supporter,noun,B1,1.17e-05,4.07
3678,toe,noun,A2,1.17e-05,4.07
3679,tremendous,adjective,B1,1.17e-05,4.07
3680,accommodation,noun,B2,1.15e-05,4.06
3681,adorable,adjective,B1,1.15e-05,4.06
3682,ambulance,noun,B1,1.15e-05,4.06
3683,ashamed,adjective,B1,1.15e-05,4.06
3684,assure,verb,B2,1.15e-05,4.06
3685,ballot,noun,B2,1.15e-05,4.06
3686,blessing,noun,B1,1.15e-05,4.06
3687,cemetery,noun,B2,1.15e-05,4.06
3688,cheat,verb,B2,1.15e-05,4.06
3689,cheer,verb,A2,1.15e-05,4.06
3690,cigarette,noun,A2,1.15e-05,4.06
3691,deficit,noun,B2,1.15e-05,4.06
3692,demonstration,noun,B1,1.15e-05,4.06
3693,doll,noun,A1,1.15e-05,4.06
3694,fried,adjective,A2,1.15e-05,4.06
3695,independently,adverb,B2,1.15e-05,4.06
3696,intensive,adjective,B1,1.15e-05,4.06
3697,interactive,adjective,B2,1.15e-05,4.06
3698,intimate,adjective,B2,1.15e-05,4.06
3699,laundry,noun,B2,1.15e-05,4.06
3700,northeast,"adjective, noun",B1,1.15e-05,4.06
3701,observe,verb,B1,1.15e-05,4.06
3702,packing,noun,B1,1.15e-05,4.06
3703,password,noun,B1,1.15e-05,4.06
3704,politically,adverb,B2,1.15e-05,4.06
3705,presumably,adverb,B2,1.15e-05,4.06
3706,pulse,noun,B2,1.15e-05,4.06
3707,rational,adjective,B1,1.15e-05,4.06
3708,rope,noun,A2,1.15e-05,4.06
3709,shout,"noun, verb",B1,1.15e-05,4.06
3710,spectacular,adjective,B1,1.15e-05,4.06
3711,technological,adjective,B1,1.15e-05,4.06
3712,temporarily,adverb,B2,1.15e-05,4.06
3713,traditionally,adverb,B1,1.15e-05,4.06
3714,unhappy,adjective,A2,1.15e-05,4.06
3715,washing machine,noun,A2,1.15e-05,4.06
3716,accomplish,verb,B1,1.12e-05,4.05
3717,adequate,adjective,B2,1.12e-05,4.05
3718,alarm clock,noun,A2,1.12e-05,4.05
3719,alter,verb,B2,1.12e-05,4.05
3720,apology,noun,B1,1.12e-05,4.05
3721,beg,verb,A2,1.12e-05,4.05
3722,brass,noun,B1,1.12e-05,4.05
3723,buzz,"noun, verb",B2,1.12e-05,4.05
3724,declare,verb,B1,1.12e-05,4.05
3725,detect,verb,B2,1.12e-05,4.05
3726,dip,verb,B2,1.12e-05,4.05
3727,dot,noun,B1,1.12e-05,4.05
3728,effectiveness,noun,B2,1.12e-05,4.05
3729,embarrassed,adjective,B1,1.12e-05,4.05
3730,exceptional,adjective,B2,1.12e-05,4.05
3731,foul,adjective,B2,1.12e-05,4.05
3732,frankly,adverb,B2,1.12e-05,4.05
3733,freezing,adjective,B1,1.12e-05,4.05
3734,graph,noun,B1,1.12e-05,4.05
3735,hatred,noun,B1,1.12e-05,4.05
3736,ignorant,adjective,B2,1.12e-05,4.05
3737,interact,verb,B1,1.12e-05,4.05
3738,lamp,noun,A2,1.12e-05,4.05
3739,measurement,noun,B1,1.12e-05,4.05
3740,mobility,noun,B2,1.12e-05,4.05
3741,olive oil,noun,A2,1.12e-05,4.05
3742,oven,noun,A2,1.12e-05,4.05
3743,passport,noun,B1,1.12e-05,4.05
3744,rabbit,noun,A1,1.12e-05,4.05
3745,retire,verb,A2,1.12e-05,4.05
3746,rhythm,noun,A2,1.12e-05,4.05
3747,slim,adjective,A2,1.12e-05,4.05
3748,someday,adverb,A2,1.12e-05,4.05
3749,sophisticated,adjective,B2,1.12e-05,4.05
3750,stack,noun,B2,1.12e-05,4.05
3751,subway,noun,A1,1.12e-05,4.05
3752,supportive,adjective,B1,1.12e-05,4.05
3753,tablet,noun,B1,1.12e-05,4.05
3754,tent,noun,B1,1.12e-05,4.05
3755,thesis,noun,B2,1.12e-05,4.05
3756,tide,noun,B1,1.12e-05,4.05
3757,withdraw,verb,B2,1.12e-05,4.05
3758,withdrawal,noun,B2,1.12e-05,4.05
3759,short/shorts,noun,A2,1.11e-05,4.05
3760,airline,noun,B1,1.1e-05,4.04
3761,audit,noun,B2,1.1e-05,4.04
3762,blonde,adjective,A2,1.1e-05,4.04
3763,bolt,"noun, verb",B2,1.1e-05,4.04
3764,bust,verb,B1,1.1e-05,4.04
3765,collar,noun,B1,1.1e-05,4.04
3766,cope,verb,B2,1.1e-05,4.04
3767,creepy,adjective,B2,1.1e-05,4.04
3768,divorced,adjective,B1,1.1e-05,4.04
3769,donate,verb,B2,1.1e-05,4.04
3770,emotionally,adverb,B1,1.1e-05,4.04
3771,enhance,verb,B2,1.1e-05,4.04
3772,ignorance,noun,B2,1.1e-05,4.04
3773,immigrant,noun,B2,1.1e-05,4.04
3774,intermediate,adjective,B1,1.1e-05,4.04
3775,invention,noun,A2,1.1e-05,4.04
3776,likewise,adverb,B2,1.1e-05,4.04
3777,magnificent,adjective,B1,1.1e-05,4.04
3778,mathematical,adjective,B2,1.1e-05,4.04
3779,nonetheless,adverb,B1,1.1e-05,4.04
3780,nut,noun,B2,1.1e-05,4.04
3781,o'clock,adverb,A1,1.1e-05,4.04
3782,recreation,noun,B2,1.1e-05,4.04
3783,shallow,adjective,B1,1.1e-05,4.04
3784,sketch,verb,B2,1.1e-05,4.04
3785,soda,noun,A2,1.1e-05,4.04
3786,spite,noun,B2,1.1e-05,4.04
3787,sponsor,"noun, verb",B2,1.1e-05,4.04
3788,strengthen,verb,B1,1.1e-05,4.04
3789,sunset,noun,B1,1.1e-05,4.04
3790,transform,verb,B1,1.1e-05,4.04
3791,workplace,noun,B1,1.1e-05,4.04
3792,a.m./a.m./am/am,adverb,A1,1.08e-05,4.03
3793,martial art,noun,B2,1.08e-05,4.03
3794,analyst,noun,B2,1.07e-05,4.03
3795,arctic,adjective,B2,1.07e-05,4.03
3796,buyer,noun,B1,1.07e-05,4.03
3797,cease,verb,B2,1.07e-05,4.03
3798,cloth,noun,A1,1.07e-05,4.03
3799,container,noun,A2,1.07e-05,4.03
3800,differ,verb,B1,1.07e-05,4.03
3801,eager,adjective,B1,1.07e-05,4.03
3802,elect,verb,B2,1.07e-05,4.03
3803,essence,noun,B1,1.07e-05,4.03
3804,fork,noun,A2,1.07e-05,4.03
3805,fur,noun,B1,1.07e-05,4.03
3806,harvest,noun,A2,1.07e-05,4.03
3807,headline,noun,B1,1.07e-05,4.03
3808,insist,verb,B1,1.07e-05,4.03
3809,junk,noun,A2,1.07e-05,4.03
3810,ladder,noun,B1,1.07e-05,4.03
3811,lobby,noun,B2,1.07e-05,4.03
3812,mineral,noun,B1,1.07e-05,4.03
3813,modest,adjective,B2,1.07e-05,4.03
3814,navigation,noun,B2,1.07e-05,4.03
3815,orbit,noun,B1,1.07e-05,4.03
3816,paragraph,noun,A1,1.07e-05,4.03
3817,passive,adjective,B1,1.07e-05,4.03
3818,pill,noun,A2,1.07e-05,4.03
3819,pork,noun,B1,1.07e-05,4.03
3820,profitable,adjective,B2,1.07e-05,4.03
3821,reasonably,adverb,B2,1.07e-05,4.03
3822,reject,verb,B1,1.07e-05,4.03
3823,remainder,noun,B1,1.07e-05,4.03
3824,semester,noun,A2,1.07e-05,4.03
3825,supplement,noun,B2,1.07e-05,4.03
3826,tin,noun,B1,1.07e-05,4.03
3827,trunk,noun,B2,1.07e-05,4.03
3828,uncertainty,noun,B1,1.07e-05,4.03
3829,varied,adjective,B2,1.07e-05,4.03
3830,weather forecast,noun,B1,1.06e-05,4.03
3831,abandon,verb,B1,1.05e-05,4.02
3832,accordingly,adverb,B2,1.05e-05,4.02
3833,anchor,noun,B2,1.05e-05,4.02
3834,arch,noun,B2,1.05e-05,4.02
3835,axis,noun,B2,1.05e-05,4.02
3836,badge,noun,B2,1.05e-05,4.02
3837,bizarre,adjective,B2,1.05e-05,4.02
3838,bounce,"noun, verb",B1,1.05e-05,4.02
3839,complexity,noun,B2,1.05e-05,4.02
3840,confusing,adjective,B1,1.05e-05,4.02
3841,convenience,noun,A2,1.05e-05,4.02
3842,deliberately,adverb,B2,1.05e-05,4.02
3843,dictionary,noun,A1,1.05e-05,4.02
3844,dignity,noun,B2,1.05e-05,4.02
3845,dimension,noun,B2,1.05e-05,4.02
3846,disappointing,adjective,A2,1.05e-05,4.02
3847,diving,noun,B1,1.05e-05,4.02
3848,enthusiasm,noun,B1,1.05e-05,4.02
3849,equation,noun,B2,1.05e-05,4.02
3850,extract,"noun, verb",B2,1.05e-05,4.02
3851,ferry,noun,B1,1.05e-05,4.02
3852,flexibility,noun,B2,1.05e-05,4.02
3853,fridge,noun,A2,1.05e-05,4.02
3854,goat,noun,B2,1.05e-05,4.02
3855,helmet,noun,B1,1.05e-05,4.02
3856,ideology,noun,B2,1.05e-05,4.02
3857,instructor,noun,B1,1.05e-05,4.02
3858,isolation,noun,B1,1.05e-05,4.02
3859,keeper,noun,B2,1.05e-05,4.02
3860,lamb,noun,B1,1.05e-05,4.02
3861,liar,noun,B1,1.05e-05,4.02
3862,mansion,noun,B2,1.05e-05,4.02
3863,nerves,noun,B2,1.05e-05,4.02
3864,possess,verb,B1,1.05e-05,4.02
3865,probability,noun,B1,1.05e-05,4.02
3866,resignation,noun,B2,1.05e-05,4.02
3867,rider,noun,B2,1.05e-05,4.02
3868,ritual,noun,B2,1.05e-05,4.02
3869,shelf,noun,A1,1.05e-05,4.02
3870,slam,verb,B2,1.05e-05,4.02
3871,tire,verb,B1,1.05e-05,4.02
3872,utterly,adverb,B2,1.05e-05,4.02
3873,warn,verb,B1,1.05e-05,4.02
3874,width,noun,B2,1.05e-05,4.02
3875,workout,noun,B1,1.05e-05,4.02
3876,mineral water,noun,A2,1.04e-05,4.02
3877,grocery store,noun,A2,1.03e-05,4.01
3878,junk food,noun,B2,1.03e-05,4.01
3879,creativity,noun,A2,1.02e-05,4.01
3880,delicate,adjective,B1,1.02e-05,4.01
3881,disappointment,noun,B1,1.02e-05,4.01
3882,evaluate,verb,B2,1.02e-05,4.01
3883,formally,adverb,B1,1.02e-05,4.01
3884,goddess,noun,B1,1.02e-05,4.01
3885,massage,noun,B2,1.02e-05,4.01
3886,musician,noun,A1,1.02e-05,4.01
3887,nephew,noun,B1,1.02e-05,4.01
3888,orchestra,noun,B1,1.02e-05,4.01
3889,pad,noun,B2,1.02e-05,4.01
3890,preservation,noun,B1,1.02e-05,4.01
3891,privately,adverb,B2,1.02e-05,4.01
3892,relaxed,adjective,A2,1.02e-05,4.01
3893,sail,verb,B2,1.02e-05,4.01
3894,salmon,noun,B1,1.02e-05,4.01
3895,secretly,adverb,B1,1.02e-05,4.01
3896,seller,noun,B2,1.02e-05,4.01
3897,sheer,adjective,B1,1.02e-05,4.01
3898,specially,adverb,B1,1.02e-05,4.01
3899,sympathy,noun,B1,1.02e-05,4.01
3900,tan,noun,B2,1.02e-05,4.01
3901,thumb,noun,B1,1.02e-05,4.01
3902,transparent,adjective,B2,1.02e-05,4.01
3903,visitor,noun,A2,1.02e-05,4.01
3904,vitamin,noun,B2,1.02e-05,4.01
3905,wheat,noun,B2,1.02e-05,4.01
3906,whip,verb,B2,1.02e-05,4.01
3907,wipe,verb,B2,1.02e-05,4.01
3908,wrist,noun,B1,1.02e-05,4.01
3909,upside down,"adjective, adverb",B2,1.01e-05,4.0
3910,acute,adjective,B2,1e-05,4.0
3911,arrange,verb,B1,1e-05,4.0
3912,banana,noun,A1,1e-05,4.0
3913,behave,verb,B1,1e-05,4.0
3914,borrow,verb,A1,1e-05,4.0
3915,camping,noun,A2,1e-05,4.0
3916,chin,noun,A2,1e-05,4.0
3917,clerk,noun,A2,1e-05,4.0
3918,considerably,adverb,B2,1e-05,4.0
3919,cottage,noun,B2,1e-05,4.0
3920,dash,"noun, verb",B2,1e-05,4.0
3921,disposal,noun,B2,1e-05,4.0
3922,donation,noun,B2,1e-05,4.0
3923,firmly,adverb,B1,1e-05,4.0
3924,flour,noun,A2,1e-05,4.0
3925,indirect,adjective,B1,1e-05,4.0
3926,inspire,verb,B1,1e-05,4.0
3927,kindly,"adjective, adverb",B1,1e-05,4.0
3928,kindness,noun,B1,1e-05,4.0
3929,lottery,noun,B1,1e-05,4.0
3930,minus,preposition,B1,1e-05,4.0
3931,outlet,noun,B2,1e-05,4.0
3932,pause,"noun, verb",B1,1e-05,4.0
3933,prescription,noun,B1,1e-05,4.0
3934,publicity,noun,B2,1e-05,4.0
3935,puppy,noun,B1,1e-05,4.0
3936,slice,"noun, verb",B2,1e-05,4.0
3937,spelling,noun,B1,1e-05,4.0
3938,survivor,noun,B1,1e-05,4.0
3939,vaccine,noun,B2,1e-05,4.0
3940,global warming,noun,B2,9.97e-06,4.0
3941,mixing bowl,noun,B1,9.89e-06,4.0
3942,accurately,adverb,B1,9.77e-06,3.99
3943,barn,noun,B2,9.77e-06,3.99
3944,bent,adjective,B1,9.77e-06,3.99
3945,cathedral,noun,B2,9.77e-06,3.99
3946,clause,noun,B2,9.77e-06,3.99
3947,dancer,noun,A2,9.77e-06,3.99
3948,deaf,adjective,B1,9.77e-06,3.99
3949,dock,noun,B2,9.77e-06,3.99
3950,entrepreneur,noun,B2,9.77e-06,3.99
3951,evident,adjective,B1,9.77e-06,3.99
3952,expectation,noun,B2,9.77e-06,3.99
3953,expedition,noun,B2,9.77e-06,3.99
3954,facilitate,verb,B2,9.77e-06,3.99
3955,feat,noun,B2,9.77e-06,3.99
3956,honesty,noun,B1,9.77e-06,3.99
3957,infant,noun,B2,9.77e-06,3.99
3958,injection,noun,B2,9.77e-06,3.99
3959,insult,"noun, verb",B2,9.77e-06,3.99
3960,mediterranean,noun,B1,9.77e-06,3.99
3961,neat,adjective,B2,9.77e-06,3.99
3962,negotiate,verb,B1,9.77e-06,3.99
3963,outbreak,noun,B2,9.77e-06,3.99
3964,pal,noun,A2,9.77e-06,3.99
3965,probe,noun,B2,9.77e-06,3.99
3966,propose,verb,B1,9.77e-06,3.99
3967,sailing,noun,A2,9.77e-06,3.99
3968,sneak,verb,B2,9.77e-06,3.99
3969,sore,adjective,B1,9.77e-06,3.99
3970,spark,noun,B2,9.77e-06,3.99
3971,steep,adjective,B1,9.77e-06,3.99
3972,straw,noun,B1,9.77e-06,3.99
3973,uncertain,adjective,A2,9.77e-06,3.99
3974,upload,verb,B1,9.77e-06,3.99
3975,weigh,verb,A2,9.77e-06,3.99
3976,swimming costume,noun,A2,9.69e-06,3.99
3977,absent,adjective,B1,9.55e-06,3.98
3978,adapt,verb,B1,9.55e-06,3.98
3979,atomic,adjective,B1,9.55e-06,3.98
3980,bean,noun,A1,9.55e-06,3.98
3981,bicycle,noun,A1,9.55e-06,3.98
3982,bump,verb,B1,9.55e-06,3.98
3983,circus,noun,B1,9.55e-06,3.98
3984,colleague,noun,B2,9.55e-06,3.98
3985,construct,verb,B1,9.55e-06,3.98
3986,crowded,adjective,A2,9.55e-06,3.98
3987,dense,adjective,B2,9.55e-06,3.98
3988,desperately,adverb,B2,9.55e-06,3.98
3989,expose,verb,B1,9.55e-06,3.98
3990,financially,adverb,B2,9.55e-06,3.98
3991,freshman,noun,B1,9.55e-06,3.98
3992,furious,adjective,B2,9.55e-06,3.98
3993,geography,noun,B1,9.55e-06,3.98
3994,habitat,noun,B1,9.55e-06,3.98
3995,hazard,noun,B1,9.55e-06,3.98
3996,jaw,noun,B2,9.55e-06,3.98
3997,lawn,noun,B2,9.55e-06,3.98
3998,manufacture,"noun, verb",B2,9.55e-06,3.98
3999,needle,noun,B1,9.55e-06,3.98
4000,oval,adjective,B2,9.55e-06,3.98
4001,pity,noun,A2,9.55e-06,3.98
4002,pond,noun,B1,9.55e-06,3.98
4003,refugee,noun,B2,9.55e-06,3.98
4004,satisfy,verb,A2,9.55e-06,3.98
4005,seasonal,adjective,B2,9.55e-06,3.98
4006,sensible,adjective,B2,9.55e-06,3.98
4007,twisted,adjective,B2,9.55e-06,3.98
4008,whale,noun,B1,9.55e-06,3.98
4009,admire,verb,A2,9.33e-06,3.97
4010,ankle,noun,A2,9.33e-06,3.97
4011,berry,noun,B2,9.33e-06,3.97
4012,caution,noun,B1,9.33e-06,3.97
4013,certification,noun,B2,9.33e-06,3.97
4014,characteristic,"adjective, noun",B1,9.33e-06,3.97
4015,compatible,adjective,B2,9.33e-06,3.97
4016,continuously,adverb,B1,9.33e-06,3.97
4017,curiosity,noun,B1,9.33e-06,3.97
4018,delight,"noun, verb",B2,9.33e-06,3.97
4019,explosive,"adjective, noun",B2,9.33e-06,3.97
4020,fortunate,adjective,B1,9.33e-06,3.97
4021,fortunately,adverb,A2,9.33e-06,3.97
4022,frontier,noun,B2,9.33e-06,3.97
4023,frustration,noun,B1,9.33e-06,3.97
4024,geographic,adjective,B2,9.33e-06,3.97
4025,grasp,noun,B2,9.33e-06,3.97
4026,handy,adjective,B1,9.33e-06,3.97
4027,harmful,adjective,A2,9.33e-06,3.97
4028,headache,noun,A1,9.33e-06,3.97
4029,hers,pronoun,A1,9.33e-06,3.97
4030,incentive,noun,B2,9.33e-06,3.97
4031,madness,noun,B2,9.33e-06,3.97
4032,memorable,adjective,B1,9.33e-06,3.97
4033,merger,noun,B2,9.33e-06,3.97
4034,ph,noun,B2,9.33e-06,3.97
4035,resign,verb,B2,9.33e-06,3.97
4036,robbery,noun,A2,9.33e-06,3.97
4037,rub,verb,B2,9.33e-06,3.97
4038,slap,"noun, verb",B2,9.33e-06,3.97
4039,steak,noun,A2,9.33e-06,3.97
4040,superintendent,noun,B2,9.33e-06,3.97
4041,suspicion,noun,B1,9.33e-06,3.97
4042,sweep,verb,B2,9.33e-06,3.97
4043,therapist,noun,B2,9.33e-06,3.97
4044,thereafter,adverb,B2,9.33e-06,3.97
4045,thorough,adjective,B1,9.33e-06,3.97
4046,tuition,noun,B2,9.33e-06,3.97
4047,bothered,adjective,B2,9.12e-06,3.96
4048,cheek,noun,A2,9.12e-06,3.96
4049,circular,adjective,B1,9.12e-06,3.96
4050,coincidence,noun,B2,9.12e-06,3.96
4051,comedian,noun,B1,9.12e-06,3.96
4052,conscience,noun,B2,9.12e-06,3.96
4053,cooler,noun,A2,9.12e-06,3.96
4054,countless,adjective,B1,9.12e-06,3.96
4055,curry,noun,A2,9.12e-06,3.96
4056,dedication,noun,B2,9.12e-06,3.96
4057,employ,verb,B2,9.12e-06,3.96
4058,enforce,verb,B2,9.12e-06,3.96
4059,flu,noun,B1,9.12e-06,3.96
4060,forbidden,adjective,B1,9.12e-06,3.96
4061,investor,noun,B2,9.12e-06,3.96
4062,lightly,adverb,B1,9.12e-06,3.96
4063,marble,noun,B1,9.12e-06,3.96
4064,melt,verb,B1,9.12e-06,3.96
4065,nominee,noun,B2,9.12e-06,3.96
4066,oath,noun,B2,9.12e-06,3.96
4067,pee,verb,B2,9.12e-06,3.96
4068,pillow,noun,B1,9.12e-06,3.96
4069,pirate,noun,B2,9.12e-06,3.96
4070,prediction,noun,A2,9.12e-06,3.96
4071,puzzle,noun,B1,9.12e-06,3.96
4072,revelation,noun,B2,9.12e-06,3.96
4073,scholar,noun,B1,9.12e-06,3.96
4074,skirt,noun,A1,9.12e-06,3.96
4075,socially,adverb,B1,9.12e-06,3.96
4076,spa,noun,B2,9.12e-06,3.96
4077,sprint,noun,B2,9.12e-06,3.96
4078,stir,verb,B1,9.12e-06,3.96
4079,stuffed,adjective,B1,9.12e-06,3.96
4080,superb,adjective,B2,9.12e-06,3.96
4081,supposedly,adverb,B1,9.12e-06,3.96
4082,tendency,noun,B1,9.12e-06,3.96
4083,theirs,pronoun,A2,9.12e-06,3.96
4084,toast,noun,A2,9.12e-06,3.96
4085,trek,noun,B2,9.12e-06,3.96
4086,tricky,adjective,B2,9.12e-06,3.96
4087,triumph,noun,B1,9.12e-06,3.96
4088,underwear,noun,B2,9.12e-06,3.96
4089,unto,preposition,B2,9.12e-06,3.96
4090,waist,noun,B2,9.12e-06,3.96
4091,wit,noun,B2,9.12e-06,3.96
4092,wreck,noun,B2,9.12e-06,3.96
4093,absurd,adjective,B2,8.91e-06,3.95
4094,ambitious,adjective,B1,8.91e-06,3.95
4095,annoyed,adjective,B1,8.91e-06,3.95
4096,ballet,noun,B2,8.91e-06,3.95
4097,bargain,"noun, verb",B2,8.91e-06,3.95
4098,blend,"noun, verb",B1,8.91e-06,3.95
4099,brake,"noun, verb",B2,8.91e-06,3.95
4100,businessman,noun,A2,8.91e-06,3.95
4101,cab,noun,A2,8.91e-06,3.95
4102,compassion,noun,B2,8.91e-06,3.95
4103,correction,noun,B1,8.91e-06,3.95
4104,cough,"noun, verb",B1,8.91e-06,3.95
4105,critic,noun,B1,8.91e-06,3.95
4106,dramatically,adverb,B2,8.91e-06,3.95
4107,elegant,adjective,B2,8.91e-06,3.95
4108,elevator,noun,A2,8.91e-06,3.95
4109,execute,verb,B2,8.91e-06,3.95
4110,feast,noun,B1,8.91e-06,3.95
4111,frost,noun,B1,8.91e-06,3.95
4112,hike,noun,A2,8.91e-06,3.95
4113,hollow,adjective,B2,8.91e-06,3.95
4114,internationally,adverb,B1,8.91e-06,3.95
4115,lame,adjective,B2,8.91e-06,3.95
4116,lily,noun,A1,8.91e-06,3.95
4117,meditation,noun,B1,8.91e-06,3.95
4118,messenger,noun,B2,8.91e-06,3.95
4119,pencil,noun,A1,8.91e-06,3.95
4120,philosophical,adjective,B2,8.91e-06,3.95
4121,punish,verb,B1,8.91e-06,3.95
4122,purse,noun,B1,8.91e-06,3.95
4123,relieved,adjective,B2,8.91e-06,3.95
4124,reservation,noun,B1,8.91e-06,3.95
4125,sigh,"noun, verb",B2,8.91e-06,3.95
4126,sixteen,number,A1,8.91e-06,3.95
4127,supervisor,noun,B2,8.91e-06,3.95
4128,tense,"adjective, noun",B1,8.91e-06,3.95
4129,terrifying,adjective,B2,8.91e-06,3.95
4130,wilderness,noun,B2,8.91e-06,3.95
4131,p.m./p.m./pm/pm,adverb,A1,8.81e-06,3.94
4132,organized/organised,adjective,A2,8.77e-06,3.94
4133,chess,noun,A2,8.71e-06,3.94
4134,consequently,adverb,B1,8.71e-06,3.94
4135,consist,verb,A2,8.71e-06,3.94
4136,dull,adjective,B1,8.71e-06,3.94
4137,fare,noun,A2,8.71e-06,3.94
4138,float,"noun, verb",B1,8.71e-06,3.94
4139,gum,noun,B2,8.71e-06,3.94
4140,hobby,noun,A1,8.71e-06,3.94
4141,idol,noun,B1,8.71e-06,3.94
4142,incorrect,adjective,B1,8.71e-06,3.94
4143,lance,noun,B2,8.71e-06,3.94
4144,leap,"noun, verb",B1,8.71e-06,3.94
4145,locate,verb,B1,8.71e-06,3.94
4146,motive,noun,B1,8.71e-06,3.94
4147,oppose,verb,A2,8.71e-06,3.94
4148,overtime,"adverb, noun",B2,8.71e-06,3.94
4149,postal,adjective,B2,8.71e-06,3.94
4150,refund,noun,B1,8.71e-06,3.94
4151,risky,adjective,B2,8.71e-06,3.94
4152,spice,noun,B1,8.71e-06,3.94
4153,squeeze,verb,B2,8.71e-06,3.94
4154,supervision,noun,B2,8.71e-06,3.94
4155,terrified,adjective,B1,8.71e-06,3.94
4156,threaten,verb,B2,8.71e-06,3.94
4157,thrilled,adjective,B2,8.71e-06,3.94
4158,towel,noun,A1,8.71e-06,3.94
4159,trio,noun,B2,8.71e-06,3.94
4160,unconscious,adjective,B2,8.71e-06,3.94
4161,vegetable,noun,A1,8.71e-06,3.94
4162,virtue,noun,B2,8.71e-06,3.94
4163,well-organized/well-organised,adjective,B2,8.62e-06,3.94
4164,old-fashioned,adjective,B1,8.58e-06,3.93
4165,arise,verb,B1,8.51e-06,3.93
4166,battlefield,noun,B2,8.51e-06,3.93
4167,bloom,noun,A2,8.51e-06,3.93
4168,bore,verb,B1,8.51e-06,3.93
4169,butterfly,noun,A1,8.51e-06,3.93
4170,clown,noun,A2,8.51e-06,3.93
4171,conjunction,noun,B2,8.51e-06,3.93
4172,costly,adjective,B2,8.51e-06,3.93
4173,desktop,noun,B2,8.51e-06,3.93
4174,dial,"noun, verb",B1,8.51e-06,3.93
4175,discharge,noun,B2,8.51e-06,3.93
4176,ginger,noun,B1,8.51e-06,3.93
4177,impress,verb,A2,8.51e-06,3.93
4178,jar,noun,B1,8.51e-06,3.93
4179,mentor,noun,B2,8.51e-06,3.93
4180,merchandise,noun,B2,8.51e-06,3.93
4181,monk,noun,B1,8.51e-06,3.93
4182,occupy,verb,B1,8.51e-06,3.93
4183,painter,noun,A2,8.51e-06,3.93
4184,printer,noun,A2,8.51e-06,3.93
4185,readily,adverb,B2,8.51e-06,3.93
4186,reunion,noun,A2,8.51e-06,3.93
4187,revival,noun,B2,8.51e-06,3.93
4188,sixty,number,A1,8.51e-06,3.93
4189,sleeve,noun,B1,8.51e-06,3.93
4190,soundtrack,noun,B2,8.51e-06,3.93
4191,sustain,verb,B2,8.51e-06,3.93
4192,thankful,adjective,B1,8.51e-06,3.93
4193,translate,verb,B1,8.51e-06,3.93
4194,triangle,noun,B2,8.51e-06,3.93
4195,unclear,adjective,B1,8.51e-06,3.93
4196,wizard,adjective,B1,8.51e-06,3.93
4197,social networking,noun,B1,8.43e-06,3.93
4198,soap opera,noun,B1,8.35e-06,3.92
4199,affection,noun,B1,8.32e-06,3.92
4200,altitude,noun,B2,8.32e-06,3.92
4201,beautifully,adverb,B1,8.32e-06,3.92
4202,competent,adjective,B2,8.32e-06,3.92
4203,countryside,noun,A2,8.32e-06,3.92
4204,debris,noun,B1,8.32e-06,3.92
4205,educate,verb,B1,8.32e-06,3.92
4206,exceed,verb,B2,8.32e-06,3.92
4207,fierce,adjective,B2,8.32e-06,3.92
4208,garlic,noun,A2,8.32e-06,3.92
4209,gratitude,noun,B1,8.32e-06,3.92
4210,hail,verb,B2,8.32e-06,3.92
4211,illustration,noun,B2,8.32e-06,3.92
4212,impose,verb,B2,8.32e-06,3.92
4213,leisure,noun,A2,8.32e-06,3.92
4214,lend,verb,A2,8.32e-06,3.92
4215,luckily,adverb,A2,8.32e-06,3.92
4216,mint,noun,B2,8.32e-06,3.92
4217,outline,"noun, verb",B1,8.32e-06,3.92
